model,query,车辆候选列表,id,大类|小类,标注人,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price正确答案,price_min,price_min正确答案,price_max,price_max正确答案,think_time,问题,备注,标注人,,,,,,
Qwen2.5-32B-Instruct,打车去大梅沙滨海公园，选79元以内的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|特惠快车|53.9|
|1|滴滴|推荐|曹操出行|47.5|
|2|滴滴|推荐|花小猪正价版|56.6|
|3|滴滴|推荐|滴滴快车|80.8|
|4|滴滴|推荐|宽敞好车|84.2|
|5|滴滴|拼车|极速拼车|58.2|
|6|滴滴|特价|花小猪外接版|47.3|
|7|滴滴|快速|如祺出行|64.4|
|8|滴滴|快速|滴滴特快|85.9|
|9|滴滴|快速|滴滴轻享|97.1|
|10|滴滴|快速|出租车|97.6|
|11|滴滴|舒适|滴滴专车|114.6|
|12|滴滴|舒适|滴滴豪华车|277.0|
|13|滴滴|六座|六座专车|152.2|
|14|滴滴|六座|六座豪华车|466.1|",无,无|无,万晓蓉,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 79, ""fast"": False}]",无,,无,,无,,TRUE,,0,,79,,1.10657239,,,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车去福田CBD，选30元以内的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|曹操出行|12.2|
|1|滴滴|推荐|花小猪正价版|13.0|
|2|滴滴|推荐|极速拼车|14.7|
|3|滴滴|推荐|特惠快车|16.8|
|4|滴滴|推荐|滴滴快车|17.7|
|5|滴滴|推荐|宽敞好车|20.0|
|6|滴滴|推荐|滴滴特快|18.8|
|7|滴滴|推荐|出租车|19.2|
|8|滴滴|特价|花小猪外接版|11.9|
|9|滴滴|快速|如祺出行|17.1|
|10|滴滴|快速|滴滴轻享|26.2|
|11|滴滴|舒适|滴滴专车|35.6|
|12|滴滴|舒适|滴滴豪华车|97.0|
|13|滴滴|六座|六座专车|42.2|
|14|滴滴|六座|六座豪华车|203.0|",无,无|无,万晓蓉,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,,无,,TRUE,,0,,30,,1.103121519,,,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车从动物园到国际会展中心，选98元以内的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|曹操出行|58.0|
|1|滴滴|推荐|花小猪正价版|64.5|
|2|滴滴|推荐|如祺出行|77.1|
|3|滴滴|推荐|特惠快车|79.7|
|4|滴滴|推荐|滴滴快车|89.9|
|5|滴滴|推荐|宽敞好车|93.3|
|6|滴滴|拼车|极速拼车|65.0|
|7|滴滴|特价|花小猪外接版|54.3|
|8|滴滴|快速|滴滴特快|97.9|
|9|滴滴|快速|出租车|122.4|
|10|滴滴|快速|滴滴轻享|123.9|
|11|滴滴|舒适|滴滴专车|182.2|
|12|滴滴|舒适|滴滴豪华车|312.1|
|13|滴滴|六座|六座专车|245.9|
|14|滴滴|六座|六座豪华车|517.0|",无,无|无,万晓蓉,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 98, ""fast"": False}]",无,,无,,无,,TRUE,,0,,98,,1.085772276,,,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车去卓越后海，选最便宜的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|滴滴快车|7776.3|
|1|滴滴|拼车|极速拼车|7580.6|
|2|滴滴|特价|特惠快车|7317|
|3|滴滴|快速|更多品牌|5936.9-12707.2|
|4|滴滴|快速|出租车||
|5|滴滴|快速|滴滴特快|8174.9|
|6|滴滴|舒适|滴滴专车|11007.9|
|7|滴滴|舒适|滴滴豪华车|21287.4|
|8|滴滴|六座|六座专车|16248.2|
|9|滴滴|六座|六座豪华车|35346.4|
|10|滴滴|更多|宠物出行|7791.3|",无,无|无,万晓蓉,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,,无,,TRUE,,-1,,0,,1.131008625,,,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车去小梅沙，只打特价车,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|滴滴快车|7719.2|
|1|滴滴|拼车|极速拼车|7524.6|
|2|滴滴|特价|特惠快车|7262.7|
|3|滴滴|快速|更多品牌|5895.5-12627.0|
|4|滴滴|快速|出租车||
|5|滴滴|快速|滴滴特快|8114.7|
|6|滴滴|舒适|滴滴专车|10952.3|
|7|滴滴|舒适|滴滴豪华车|21158|
|8|滴滴|六座|六座专车|16183.3|
|9|滴滴|六座|六座豪华车|35142.4|
|10|滴滴|更多|宠物出行|7734.2|",2,特价|特惠快车,万晓蓉,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,特价车,特价,无,特惠快车,FALSE,,0,,0,,1.080278158,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车去梅村，选择快速车和舒适车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|null|滴滴快车|3604.6|
|1|滴滴|null|更多品牌|2753.5-6358.7|
|2|滴滴|null|滴滴专车|5309.1|
|3|滴滴|null|滴滴豪华车|9683|
|4|滴滴|null|六座豪华车|16765.4|
|5|滴滴|null|极速拼车|3456.2|
|6|滴滴|null|特惠快车|3353.9|
|7|滴滴|null|滴滴特快|3791.1|
|8|滴滴|null|出租车||
|9|滴滴|null|六座专车|7790.7|
|10|滴滴|null|宠物出行|3619.6|","0,6,7","null|滴滴快车,null|特惠快车,null|滴滴特快",万晓蓉,"[{""app"": ""无"", ""category"": ""快速车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,"快速车, 舒适车型",无,无,"滴滴快车,特惠快车,滴滴特快",FALSE,,0,,0,,1.189150095,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”,其他",车辆候选列表中，车大类是null,陆迎,,,,,,
Qwen2.5-32B-Instruct,打车去洪浪北站，勾选特价车和六座车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|null|滴滴快车|7735|
|1|滴滴|null|更多品牌|5914.2-12635.8|
|2|滴滴|null|滴滴专车|11077.1|
|3|滴滴|null|滴滴豪华车|21670.7|
|4|滴滴|null|六座豪华车|35857|
|5|滴滴|null|极速拼车|7540.1|
|6|滴滴|null|特惠快车|7122.9|
|7|滴滴|null|出租车||
|8|滴滴|null|滴滴特快|8130.6|
|9|滴滴|null|六座专车|16521.6|
|10|滴滴|null|宠物出行|7750|","4,6,9","null|六座豪华车,null|特惠快车,null|六座专车",唐楠,"[{""app"": ""无"", ""category"": ""特价车, 六座车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,"特价车, 六座车型",无,无,六座豪华车，特惠快车，六座专车,FALSE,,0,,0,,1.19811058,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,打车去先科花园，勾选快速车、特价车、舒适车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|null|滴滴快车|7603.9|
|1|滴滴|null|更多品牌|5814.1-12652.7|
|2|滴滴|null|滴滴专车|10896|
|3|滴滴|null|滴滴豪华车|21153|
|4|滴滴|null|六座豪华车|35055.2|
|5|滴滴|null|极速拼车|7411.6|
|6|滴滴|null|特惠快车|7229.3|
|7|滴滴|null|出租车||
|8|滴滴|null|滴滴特快|7993.2|
|9|滴滴|null|六座专车|16185.4|
|10|滴滴|null|宠物出行|7618.9|","0,6,8","null|滴滴快车,null|特惠快车,null|滴滴特快",唐楠,"[{""app"": ""无"", ""category"": ""快速车, 特价车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,"快速车, 特价车, 舒适车型",无,无,特惠快车，滴滴快车，滴滴特快,FALSE,,0,,0,,1.250335455,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,打车去深圳北站，只打20元以内的滴滴快车,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|曹操出行|13.6|
|1|滴滴|推荐|如祺出行|13.8|
|2|滴滴|推荐|花小猪正价版|14.2|
|3|滴滴|推荐|极速拼车|14.6|
|4|滴滴|推荐|特惠快车|14.9|
|5|滴滴|推荐|滴滴快车|17.6|
|6|滴滴|推荐|宽敞好车|19.9|
|7|滴滴|推荐|滴滴特快|18.8|
|8|滴滴|特价|花小猪外接版|12.9|
|9|滴滴|快速|出租车|21.9|
|10|滴滴|快速|滴滴轻享|26.0|
|11|滴滴|舒适|滴滴专车|36.1|
|12|滴滴|舒适|滴滴豪华车|100.8|
|13|滴滴|六座|六座专车|46.2|
|14|滴滴|六座|六座豪华车|209.0|","4,5,7,10","推荐|特惠快车,推荐|滴滴快车,推荐|滴滴特快,快速|滴滴轻享",唐楠,"[{""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",滴滴,,快车,快速,无,特惠快车，滴滴快车，滴滴特快,TRUE,,0,,20,,1.348089218,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,打车去到梅村，任意车型都可以,"

|序号id|应用名称|车型大类|车辆类型|价格| 
|---|---|---|---|---| 
|0|滴滴|null|滴滴快车|4258.5| 
|1|滴滴|null|更多品牌|3254.6-6687.3| 
|2|滴滴|null|滴滴专车|5863.6| 
|3|滴滴|null|滴滴豪华车|12078.6| 
|4|滴滴|null|六座豪华车|19487| 
|5|滴滴|null|极速拼车|4090.4| 
|6|滴滴|null|特惠快车|3975.1| 
|7|滴滴|null|出租车|| 
|8|滴滴|null|滴滴特快|4475.8| 
|9|滴滴|null|六座专车|8867.3| 
|10|滴滴|null|宠物出行|4273.5|",all,all|all,唐楠,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,,所有车型,无,FALSE,,0,,0,,1.003258705,直接命中车小类关键字但answer中没有或错误,,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,打车去深圳北站，选上所有的车型，要快,"

|序号id|应用名称|车型大类|车辆类型|价格| 
|---|---|---|---|---| 
|0|高德地图|经济型|北京的士|9839| 
|1|高德地图|经济型|旗妙出行|9864| 
|2|高德地图|经济型|星徽出行|9977| 
|3|高德地图|经济型|飞嘀打车|9983| 
|4|高德地图|经济型|AA出行|10399| 
|5|高德地图|经济型|火箭出行|10590| 
|6|高德地图|经济型|首汽约车|12661| 
|7|高德地图|特快车|undefined|10486| 
|8|高德地图|出租车|undefined|| 
|9|高德地图|优享型|旗妙出行|12868| 
|10|高德地图|优享型|星徽出行|12911| 
|11|高德地图|优享型|飞嘀打车|12952| 
|12|高德地图|优享型|首汽约车|12991| 
|13|高德地图|优享型|火箭出行|13115| 
|14|高德地图|优享型|AA出行|13397| 
|15|高德地图|优享型|阳光出行|15682| 
|16|高德地图|品质专车|undefined|15306-15971| 
|17|高德地图|六座商务|undefined|20451-26520| 
|18|高德地图|豪华型|undefined|25938-31454|",all,all|all,唐楠,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,无,all,所有车型,all,FALSE,,0,,0,,1.066318512,直接命中车小类关键字但answer中没有或错误,,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,打车去民乐，选60元以上的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|11.8-19.0|
|1|高德地图||特惠快车|9.5-12.5|
|2|高德地图|经济型|曹操出行|9|
|3|高德地图|经济型|神州专车|10|
|4|高德地图|经济型|中交出行|11|
|5|高德地图|经济型|5U出行|11|
|6|高德地图|经济型|妥妥E行|11|
|7|高德地图|经济型|全民GO|11|
|8|高德地图|经济型|T3出行|11|
|9|高德地图|经济型|及时用车|12|
|10|高德地图|经济型|首汽约车|12|
|11|高德地图|经济型|如祺出行|12|
|12|高德地图|经济型|东潮出行|12|
|13|高德地图|经济型|享道出行|13|
|14|高德地图|经济型|飞嘀打车|14|
|15|高德地图|经济型|阳光出行|15|
|16|高德地图|经济型|斑马快跑|15|
|17|高德地图|经济型|中军出行|16|
|18|高德地图|经济型|聚的新出租|18|
|19|高德地图|经济型|深圳出租|18|
|20|高德地图|特快车|undefined|19|
|21|高德地图|出租车|undefined||
|22|高德地图|惠享专车|undefined|12-14|
|23|高德地图|优享型|中交出行|12|
|24|高德地图|优享型|东潮出行|13|
|25|高德地图|优享型|神州专车|13|
|26|高德地图|优享型|全民GO|14|
|27|高德地图|优享型|妥妥E行|14|
|28|高德地图|优享型|T3出行|14|
|29|高德地图|优享型|及时用车|14|
|30|高德地图|优享型|首汽约车|15|
|31|高德地图|优享型|飞嘀打车|15|
|32|高德地图|优享型|曹操出行|16|
|33|高德地图|优享型|阳光出行|17|
|34|高德地图|轻享专车|undefined|16-27|
|35|高德地图|六座商务|undefined|28-44|
|36|高德地图|豪华型|undefined|35-45|",无,无|无,唐楠,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 60, ""price_max"": 100000, ""fast"": False}]",无,,无,,无,,TRUE,,60,,100000,,1.17678833,,,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,我要从家/公司去动物园，帮忙叫个快车，价格一定不能高于60,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|38.9-59.0|
|1|高德地图||特惠快车|37.6-39|
|2|高德地图|经济型|曹操出行|39|
|3|高德地图|经济型|享道出行|44|
|4|高德地图|经济型|T3出行|49|
|5|高德地图|经济型|阳光出行|51|
|6|高德地图|经济型|有滴出行|52|
|7|高德地图|经济型|首汽约车|53|
|8|高德地图|经济型|鞍马出行|53|
|9|高德地图|经济型|神州专车|53|
|10|高德地图|经济型|腾飞出行|53|
|11|高德地图|经济型|叮叮出行|53|
|12|高德地图|经济型|环旅出行|54|
|13|高德地图|经济型|及时用车|55|
|14|高德地图|经济型|旅程约车|55|
|15|高德地图|经济型|迪尔出行|56|
|16|高德地图|经济型|风韵出行|57|
|17|高德地图|经济型|365约车|57|
|18|高德地图|经济型|沛途出行|59|
|19|高德地图|经济型|聚优出租|59|
|20|高德地图|经济型|腾飞新出租|63|
|21|高德地图|经济型|鞍马聚的新出租|66|
|22|高德地图|特快车|undefined|71|
|23|高德地图|出租车|undefined||
|24|高德地图|优享型|曹操出行|44|
|25|高德地图|优享型|阳光出行|57|
|26|高德地图|优享型|享道出行|60|
|27|高德地图|优享型|T3出行|60|
|28|高德地图|优享型|首汽约车|63|
|29|高德地图|优享型|鞍马出行|78|
|30|高德地图|优享型|风韵出行|79|
|31|高德地图|优享型|腾飞出行|82|
|32|高德地图|优享型|有滴出行|82|
|33|高德地图|优享型|及时用车|82|
|34|高德地图|优享型|神州专车|82|
|35|高德地图|优享型|环旅出行|83|
|36|高德地图|优享型|叮叮出行|84|
|37|高德地图|优享型|旅程约车|84|
|38|高德地图|优享型|365约车|89|
|39|高德地图|品质专车|undefined|79-130|
|40|高德地图|六座商务|undefined|149-203|","1,22","|特惠快车,特快车|undefined",唐楠,"[{""app"": ""无"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 60, ""fast"": False}]",无,,快车,特快车,无,特惠快车,TRUE,,0,,60,,1.070179224,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,麻烦帮我打专车到海底捞，打车费用一定不能高于50,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|12.3-19.0|
|1|高德地图||特惠快车|11.3-15.5|
|2|高德地图|经济型|曹操出行|14|
|3|高德地图|经济型|叮叮出行|17|
|4|高德地图|经济型|妥妥E行|17|
|5|高德地图|经济型|享道出行|18|
|6|高德地图|经济型|有序出行|18|
|7|高德地图|经济型|鞍马出行|18|
|8|高德地图|经济型|环旅出行|18|
|9|高德地图|经济型|腾飞出行|18|
|10|高德地图|经济型|365约车|18|
|11|高德地图|经济型|风韵出行|18|
|12|高德地图|经济型|旅程约车|19|
|13|高德地图|经济型|神州专车|19|
|14|高德地图|经济型|有滴出行|19|
|15|高德地图|经济型|T3出行|19|
|16|高德地图|经济型|阳光出行|19|
|17|高德地图|经济型|迪尔出行|19|
|18|高德地图|经济型|及时用车|19|
|19|高德地图|经济型|聚优出租|21|
|20|高德地图|经济型|南京出租|21|
|21|高德地图|经济型|腾飞新出租|21|
|22|高德地图|经济型|首汽约车|21|
|23|高德地图|经济型|鞍马聚的新出租|22|
|24|高德地图|特快车|undefined|23|
|25|高德地图|出租车|undefined|26-30|
|26|高德地图|优享型|曹操出行|15|
|27|高德地图|优享型|阳光出行|21|
|28|高德地图|优享型|享道出行|21|
|29|高德地图|优享型|T3出行|23|
|30|高德地图|优享型|鞍马出行|26|
|31|高德地图|优享型|腾飞出行|28|
|32|高德地图|优享型|环旅出行|28|
|33|高德地图|优享型|首汽约车|26|
|34|高德地图|优享型|有滴出行|30|
|35|高德地图|优享型|及时用车|30|
|36|高德地图|优享型|神州专车|30|
|37|高德地图|优享型|叮叮出行|30|
|38|高德地图|优享型|风韵出行|30|
|39|高德地图|优享型|旅程约车|31|
|40|高德地图|优享型|365约车|31|
|41|高德地图|品质专车|undefined|29-47|
|42|高德地图|六座商务|undefined|56-67|","13,36,41","经济型|神州专车,优享型|神州专车,品质专车|undefined",唐楠,"[{""app"": ""无"", ""category"": ""专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 50, ""fast"": False}]",无,,专车,品质专车,无,神州专车,TRUE,,0,,50,,1.093811035,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,请帮我叫个专车，去三江学院,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|9.3-15.0|
|1|高德地图||特惠快车|9.2-13.7|
|2|高德地图|经济型|腾飞出行|13|
|3|高德地图|经济型|妥妥E行|14|
|4|高德地图|经济型|及时用车|14|
|5|高德地图|经济型|鞍马出行|14|
|6|高德地图|经济型|旅程约车|14|
|7|高德地图|经济型|风韵出行|14|
|8|高德地图|经济型|享道出行|14|
|9|高德地图|经济型|有序出行|14|
|10|高德地图|经济型|环旅出行|14|
|11|高德地图|经济型|沛途出行|14|
|12|高德地图|经济型|迪尔出行|14|
|13|高德地图|经济型|神州专车|14|
|14|高德地图|经济型|曹操出行|14|
|15|高德地图|经济型|365约车|14|
|16|高德地图|经济型|有滴出行|15|
|17|高德地图|经济型|叮叮出行|15|
|18|高德地图|经济型|阳光出行|15|
|19|高德地图|经济型|T3出行|15|
|20|高德地图|经济型|聚优出租|15|
|21|高德地图|经济型|首汽约车|16|
|22|高德地图|经济型|南京出租|16|
|23|高德地图|经济型|鞍马聚的新出租|17|
|24|高德地图|特快车|undefined|18|
|25|高德地图|出租车|undefined|19-21|
|26|高德地图|优享型|阳光出行|16|
|27|高德地图|优享型|享道出行|16|
|28|高德地图|优享型|T3出行|18|
|29|高德地图|优享型|曹操出行|18|
|30|高德地图|优享型|首汽约车|19|
|31|高德地图|优享型|有滴出行|21|
|32|高德地图|优享型|风韵出行|21|
|33|高德地图|优享型|鞍马出行|22|
|34|高德地图|优享型|旅程约车|23|
|35|高德地图|优享型|环旅出行|23|
|36|高德地图|优享型|腾飞出行|23|
|37|高德地图|优享型|叮叮出行|24|
|38|高德地图|优享型|沛途出行|24|
|39|高德地图|优享型|365约车|27|
|40|高德地图|品质专车|undefined|26-32|
|41|高德地图|六座商务|undefined|42-48|","13,40","经济型|神州专车,品质专车|undefined",唐楠,"[{""app"": ""无"", ""category"": ""专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,专车,品质专车,无,神州专车,FALSE,,0,,0,,1.07984972,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,帮我打出租车去机场费用要100以内,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|49.6-76.0|
|1|高德地图||特惠快车|46.5-67.5|
|2|高德地图|经济型|曹操出行|45|
|3|高德地图|经济型|T3出行|52|
|4|高德地图|经济型|叮叮出行|68|
|5|高德地图|经济型|享道出行|71|
|6|高德地图|经济型|阳光出行|71|
|7|高德地图|经济型|有序出行|72|
|8|高德地图|经济型|鞍马出行|72|
|9|高德地图|经济型|环旅出行|72|
|10|高德地图|经济型|腾飞出行|72|
|11|高德地图|经济型|风韵出行|72|
|12|高德地图|经济型|有滴出行|73|
|13|高德地图|经济型|旅程约车|74|
|14|高德地图|经济型|神州专车|74|
|15|高德地图|经济型|妥妥E行|75|
|16|高德地图|经济型|迪尔出行|75|
|17|高德地图|经济型|及时用车|75|
|18|高德地图|经济型|腾飞新出租|77|
|19|高德地图|经济型|聚优出租|78|
|20|高德地图|经济型|南京出租|78|
|21|高德地图|经济型|首汽约车|78|
|22|高德地图|经济型|鞍马聚的新出租|84|
|23|高德地图|出租车|undefined||
|24|高德地图|优享型|曹操出行|60|
|25|高德地图|优享型|T3出行|78|
|26|高德地图|优享型|阳光出行|78|
|27|高德地图|优享型|享道出行|84|
|28|高德地图|优享型|首汽约车|97|
|29|高德地图|优享型|鞍马出行|97|
|30|高德地图|优享型|腾飞出行|103|
|31|高德地图|优享型|环旅出行|103|
|32|高德地图|优享型|风韵出行|113|
|33|高德地图|优享型|有滴出行|117|
|34|高德地图|优享型|及时用车|117|
|35|高德地图|优享型|叮叮出行|119|
|36|高德地图|优享型|旅程约车|119|
|37|高德地图|品质专车|undefined|112-169|
|38|高德地图|六座商务|undefined|205-258|
|39|高德地图|六座商务|神州专车|117|","18,19,20,22","经济型|腾飞新出租,经济型|聚优出租,经济型|南京出租,经济型|鞍马聚的新出租",唐楠,"[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",无,,出租车,,无,腾飞新出租，聚优出租，南京出租，鞍马聚的新出租,TRUE,,0,,100,,1.104481936,直接命中车小类关键字但answer中没有或错误,,杨丽丽,,,,,,
Qwen2.5-32B-Instruct,请帮我打出租车去银杏湖乐园打车费要90左右,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|36.2-55.0|
|1|高德地图||特惠快车|35.1|
|2|高德地图|经济型|曹操出行|36|
|3|高德地图|经济型|T3出行|36|
|4|高德地图|经济型|首汽约车|50|
|5|高德地图|经济型|叮叮出行|51|
|6|高德地图|经济型|及时用车|51|
|7|高德地图|经济型|享道出行|51|
|8|高德地图|经济型|鞍马出行|53|
|9|高德地图|经济型|环旅出行|53|
|10|高德地图|经济型|腾飞出行|53|
|11|高德地图|经济型|阳光出行|53|
|12|高德地图|经济型|有滴出行|53|
|13|高德地图|经济型|风韵出行|53|
|14|高德地图|经济型|365约车|53|
|15|高德地图|经济型|妥妥E行|54|
|16|高德地图|经济型|旅程约车|54|
|17|高德地图|经济型|神州专车|54|
|18|高德地图|经济型|迪尔出行|55|
|19|高德地图|经济型|沛途出行|55|
|20|高德地图|经济型|聚优出租|58|
|21|高德地图|经济型|鞍马聚的新出租|62|
|22|高德地图|特快车|undefined|66|
|23|高德地图|出租车|undefined|73-89|
|24|高德地图|优享型|曹操出行|43|
|25|高德地图|优享型|T3出行|58|
|26|高德地图|优享型|阳光出行|58|
|27|高德地图|优享型|享道出行|60|
|28|高德地图|优享型|首汽约车|62|
|29|高德地图|优享型|鞍马出行|74|
|30|高德地图|优享型|腾飞出行|79|
|31|高德地图|优享型|环旅出行|79|
|32|高德地图|优享型|沛途出行|79|
|33|高德地图|优享型|风韵出行|87|
|34|高德地图|优享型|有滴出行|88|
|35|高德地图|优享型|及时用车|88|
|36|高德地图|优享型|神州专车|88|
|37|高德地图|优享型|叮叮出行|89|
|38|高德地图|优享型|旅程约车|89|
|39|高德地图|品质专车|undefined|78-126|
|40|高德地图|六座商务|undefined|148-199|","20,21,23","经济型|聚优出租,经济型|鞍马聚的新出租,出租车|undefined",唐楠,"[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 90, ""price_max"": 90, ""fast"": False}]",无,,出租车,,无,聚优出租，鞍马聚的新出租,TRUE,,90,,90,,1.087505341,直接命中车小类关键字但answer中没有或错误,,杨丽丽,,,,,,
