车列表名称,车列表参数,组合场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,帮我打个车去公司，20分钟后出发，要六座商务车,滴滴车列表,sessionId20250606lhx2314,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我打个车去公司，20分钟后出发，要六座商务车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我打个车去公司，20分钟后出发，要六座商务车\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['16'],['16'],1,1,1,1,1,1,1,1,
,,帮我叫个特快车，我要去城北万象汇,高德车列表,sessionId20250606lhx2315,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我叫个特快车，我要去城北万象汇\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我叫个特快车，我要去城北万象汇\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['25'],['25'],1,1,1,1,1,1,1,1,
,,从南京站打车去鸡鸣寺，要叮叮出行车型的车,高德车列表,sessionId20250606lhx2316,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n从南京站打车去鸡鸣寺，要叮叮出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从南京站打车去鸡鸣寺，要叮叮出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['12', '38']","['12','38','63','78','86','98']",1,1,1,1,1,1,1,0.33,
,,打个滴滴专车去西单，打车费用大约在30-60元。,滴滴车列表,sessionId20250606lhx2317,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n打个滴滴专车去西单，打车费用大约在30-60元。\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打个滴滴专车去西单，打车费用大约在30-60元。\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 60, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 60, ""fast"": false}]
```","['14', '16']","['14', '16']
",1,1,1,1,1,1,1,1,
,,10分钟内来一辆六座专车去机场,高德车列表,sessionId20250606lhx2318,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n10分钟内来一辆六座专车去机场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""10分钟内来一辆六座专车去机场\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['11'],"['42','83','84','86','87','88','114']",1,1,1,1,1,1,0,0,
,,打的到中华门，舒适车,滴滴车列表,sessionId20250606lhx2319,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打的到中华门，舒适车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打的到中华门，舒适车\""}""}]","```json
[{""app"": ""无"", ""category"": ""舒适车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""舒适车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['14', '15']","['14', '15']",1,1,1,1,1,1,1,1,
,,打个特快车去浦口机场，我不想等太久,高德车列表,sessionId20250606lhx2320,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': True, 'priceRelated': False}","[{""content"":""# 用户需求：\n打个特快车去浦口机场，我不想等太久\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打个特快车去浦口机场，我不想等太久\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```",['25'],['25'],1,0,1,1,1,1,1,1,
,,帮我用365约车车型打个车，我要搬到中兴人才公寓,高德车列表,sessionId20250606lhx2321,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我在366约车上打个车，我要搬到中兴人才公寓\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我在366约车上打个车，我要搬到中兴人才公寓\""}""}]","```json
[{""app"": ""366约车"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""366约车"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['21'],"['21','72','107','112']",0,1,1,1,1,1,1,0.25,
,,打车去公司，要滴滴豪华车,滴滴车列表,sessionId20250606lhx2322,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打车去公司，要滴滴豪华车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车去公司，要滴滴豪华车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['15'],['15'],1,1,1,1,1,1,1,1,
,,帮我用“花小猪正价版”车型的车打个车去新街口,滴滴车列表,sessionId20250606lhx2323,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我用“花小猪正价版”车型的车打个车去新街口\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我用“花小猪正价版”车型的车打个车去新街口\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪正价版"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['8', '27']","['8', '27']",1,1,1,1,1,1,1,1,
,,帮我用“旅程约车”车型的车从北京朝阳区打车到首都机场,高德车列表,sessionId20250606lhx2324,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我用“旅程约车”车型的车从北京朝阳区打车到首都机场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我用“旅程约车”车型的车从北京朝阳区打车到首都机场\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['14', '40']","['14','40','59','115']",1,1,1,1,1,1,1,0.5,
,,用腾飞新出租车型打个车，10分钟内到，我要去中和大厦,高德车列表,sessionId20250606lhx2325,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用腾飞新出租车型打个车，10分钟内到，我要去中和大厦\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用腾飞新出租车型打个车，10分钟内到，我要去中和大厦\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞新出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞新出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['23', '68']","['85','15','22','23','24','26','66','67','68','69','75','106','108','110','116','117']",1,1,1,1,1,1,1,0.12,
,,帮我叫个365约车车型的车去雨花客厅,高德车列表,sessionId20250606lhx2326,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我叫个365约车车型的车去雨花客厅\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我叫个365约车车型的车去雨花客厅\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['21'],"['21','72','107','112']",1,1,1,1,1,1,1,0.25,
,,石家庄正定古城打车去正定机场，用拼车车型叫车,滴滴车列表,sessionId20250606lhx2327,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n石家庄正定古城打车去正定机场，用拼车车型叫车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""石家庄正定古城打车去正定机场，用拼车车型叫车\""}""}]","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['1', '4', '5']","['1', '4', '5']",1,1,1,1,1,1,1,1,
,,用“T3出行”车型的车约个车去公司,高德车列表,sessionId20250606lhx2328,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用“T3出行”车型的车约个车去公司\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用“T3出行”车型的车约个车去公司\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['4', '29']","['4','29','49','90']",1,1,1,1,1,1,1,0.5,
,,用“享道出行”车型的车，下午3点出发去金门驾校,高德车列表,sessionId20250606lhx2329,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用“享道出行”车型的车，下午3点出发去金门驾校\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用“享道出行”车型的车，下午3点出发去金门驾校\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""享道出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['5', '10', '25']","['5','50','70','83','91','118']",1,1,1,1,1,1,0,0.17,
,,帮我极速拼车，去世贸新城，十块以内的,高德车列表,sessionId20250606lhx2330,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': True, 'priceRelated': True}","[{""content"":""# 用户需求：\n帮我极速拼车，去世贸新城，十块以内的\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我极速拼车，去世贸新城，十块以内的\""}""}]","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 10, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 10, ""fast"": true}]
```",['1'],['1'],1,0,1,1,1,1,1,1,
,,打车去杭州西湖，费用大概在40-60元区间的，要滴滴特快,滴滴车列表,sessionId20250606lhx2331,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n打车去杭州西湖，费用大概在40-60元区间的，要滴滴特快\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打车去杭州西湖，费用大概在40-60元区间的，要滴滴特快\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""特快"", ""mode"": ""无"", ""price"": true, ""price_min"": 40, ""price_max"": 60, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""特快"", ""mode"": ""无"", ""price"": true, ""price_min"": 40, ""price_max"": 60, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,用“T3出行”车型的车叫辆车，晚上八点出发，从公司到家,高德车列表,sessionId20250606lhx2332,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用“T3出行”车型的车叫辆车，晚上八点出发，从公司到家\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用“T3出行”车型的车叫辆车，晚上八点出发，从公司到家\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['4', '29']","['4','29','49','90']",1,1,1,1,1,1,1,0.5,
,,现在帮我叫个品质专车车型的车，我要去天隆寺接人,高德车列表,sessionId20250606lhx2333,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n现在帮我叫个品质专车车型的车，我要去天隆寺接人\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""现在帮我叫个品质专车车型的车，我要去天隆寺接人\""}""}]","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['41', '76', '77', '78', '79', '80']","['41', '71', '76', '77', '78', '79', '80', '81', '82', '113','118']",1,1,1,1,1,1,1,0.55,
,,帮我叫个车去东软大楼，要阳光出行车型的车,高德车列表,sessionId20250606lhx2334,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我叫个车去东软大楼，要阳光出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我叫个车去东软大楼，要阳光出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['6', '11', '16', '21', '26', '31', '36', '41', '46', '51', '56', '61', '66', '71', '76', '81', '86', '91']","['16','28','61','97']",1,1,1,1,1,1,0,0.5,
,,用“花小猪外接版”车型的车叫个车，要去成华大道,滴滴车列表,sessionId20250606lhx2335,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n用“花小猪外接版”车型的车叫个车，要去成华大道\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""用“花小猪外接版”车型的车叫个车，要去成华大道\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪外接版"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""花小猪外接版"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['6', '26']","['6', '26']",1,1,1,1,1,1,1,1,
,,帮我用“T3出行”车型的车，约个5月30早上9点的车，我要去浦口机场,高德车列表,sessionId20250606lhx2336,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我用“T3出行”车型的车，约个5月30早上9点的车，我要去浦口机场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我用“T3出行”车型的车，约个5月30早上9点的车，我要去浦口机场\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""T3出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['4', '29']","['4','29','49','90']",1,1,1,1,1,1,1,0.5,
,,给我从杭州西湖景区打车去萧山机场，5分钟内能上车的滴滴豪华车,滴滴车列表,sessionId20250606lhx2337,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n给我从杭州西湖景区打车去萧山机场，5分钟内能上车的滴滴豪华车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""给我从杭州西湖景区打车去萧山机场，5分钟内能上车的滴滴豪华车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['15'],['15'],1,1,1,1,1,1,1,1,
,,帮我打个极速拼车回家，不要超过8块，10分钟上车,高德车列表,sessionId20250606lhx2338,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n帮我打个极速拼车回家，不要超过8块，10分钟上车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我打个极速拼车回家，不要超过8块，10分钟上车\""}""}]","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 8, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 8, ""fast"": false}]
```",['1'],['1'],1,1,1,1,1,1,1,1,
,,我要赶火车，5分钟内给我打个特快车去南京站,高德车列表,sessionId20250606lhx2339,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n我要赶火车，5分钟内给我打个特快车去南京站\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""我要赶火车，5分钟内给我打个特快车去南京站\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['25'],['25'],1,1,1,1,1,1,1,1,
,,帮我叫个品质专车，我要去南京南接人,高德车列表,sessionId20250606lhx2340,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我叫个品质专车，我要去南京南接人\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我叫个品质专车，我要去南京南接人\""}""}]","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['41', '76', '77', '78', '79', '80']","['41','71','76','77','78','79','80','81','82','113','118']",1,1,1,1,1,1,1,0.55,
,,给我打个去羊山公园的六座商务车,高德车列表,sessionId20250606lhx2341,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n给我打个去羊山公园的六座商务车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""给我打个去羊山公园的六座商务车\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '42']","['42','83','84','86','87','88','114']",1,1,1,1,1,1,0,0.14,
,,帮我约个明早8点的“南京出租”车型的车，去德基广场,高德车列表,sessionId20250606lhx2342,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n帮我约个明早8点的“南京出租”车型的车，去德基广场\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""帮我约个明早8点的“南京出租”车型的车，去德基广场\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""南京出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""南京出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['22', '26', '67']","['22','67','106']",1,1,1,1,1,1,0,0.67,
,,我要去金陵大饭店，要滴滴豪华车,滴滴车列表,sessionId20250606lhx2343,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n我要去金陵大饭店，要滴滴豪华车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""我要去金陵大饭店，要滴滴豪华车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['15'],['15'],1,1,1,1,1,1,1,1,
,,打个滴滴专车去公司，5分钟内要到,滴滴车列表,sessionId20250606lhx2344,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打个滴滴专车去公司，5分钟内要到\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""打个滴滴专车去公司，5分钟内要到\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['14', '16']","['14','16','28']",1,1,1,1,1,1,1,0.67,
