model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
|25|高德地图|优享型|中交出行|65|
|26|高德地图|轻享专车|静音不打扰 整洁无异味|68|
|27|高德地图|品质专车|静音不打扰 整洁无异味|75|
|28|高德地图|六座商务|宽敞空间 商务体验|85|
|29|高德地图|豪华型|车型高端 服务专业|91|
|30|高德地图|经济|首汽约车|103|
|31|高德地图|拼车|出租车拼车|111|
|32|高德地图|特价出发|惊喜特价|126|
|33|高德地图|快速出发|无|137|
|34|高德地图|惠享专车|神州专车|151|
|35|高德地图|推荐|极速拼车|167|
|36|高德地图|豪华型|undefined|112-116|",0，31，35,     |极速拼车，拼车|出租车拼车，推荐|极速拼车,"[{""app"": ""高德"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 200, ""fast"": False}]",高德,,高德,拼车,,拼车,无,极速拼车,极速拼车,True,,True,0,,0,200,,200,1.093880177,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '神州专车'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '900出行'}, {'经济型': 'J刻出行'}, {'经济型': '东潮出行'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '旅程出租'}, {'经济型': '旗妙出行'}, {'经济型': '日初出行'}, {'经济型': '星徽出行'}, {'经济型': '橄榄新出租'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",拼车,极速拼车,,拼个车去灵隐寺，高德叫车，200块以内搞定。
Qwen2.5-32B-Instruct,拼个车去颐和园，用高德吧。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|13-14|
|1|高德地图|     |特惠快车|14-15|
|2|高德地图|经济型|全民GO|13|
|3|高德地图|经济型|日初出行|13|
|4|高德地图|经济型|及时用车|14|
|5|高德地图|经济型|K9用车|14|
|6|高德地图|经济型|飞嘀打车|14|
|7|高德地图|经济型|国泰出租|14|
|8|高德地图|经济型|聚的新出租|14|
|9|高德地图|经济型|深圳出租|14|
|10|高德地图|经济型|斑马快跑|14|
|11|高德地图|经济型|奇华出行|15|
|12|高德地图|经济型|阳光出行|16|
|13|高德地图|经济型|渔阳出行|17|
|14|高德地图|经济型|橄榄新出租|17|
|15|高德地图|经济型|中军出行|17|
|16|高德地图|经济型|北京的士|17|
|17|高德地图|经济型|享道出行|17|
|18|高德地图|特快车|超值体验 更快上车|18|
|19|高德地图|出租车|车多应答快|20|
|20|高德地图|优享型|旗妙出行|19|
|21|高德地图|优享型|全民GO|20|
|22|高德地图|优享型|火箭出行|20|
|23|高德地图|优享型|优e出行特选|20|
|24|高德地图|优享型|风韵出行|21|
|25|高德地图|优享型|AA出行|21|
|26|高德地图|优享型|及时用车|22|
|27|高德地图|优享型|飞嘀打车|23|
|28|高德地图|优享型|阳光出行|23|
|29|高德地图|优享型|享道出行|23|
|30|高德地图|轻享专车|静音不打扰 整洁无异味|23|
|31|高德地图|品质专车|静音不打扰 整洁无异味|24|
|32|高德地图|六座商务|宽敞空间 商务体验|30|
|33|高德地图|豪华型|车型高端 服务专业|30|
|34|高德地图|经济|首汽约车|34|
|35|高德地图|拼车|出租车拼车|38|
|36|高德地图|特价出发|更多特价|40|
|37|高德地图|快速出发|无|47|
|38|高德地图|惠享专车|添猫出行|48|
|39|高德地图|推荐|特惠快车|55|
|40|高德地图|推荐|极速拼车|56|
|41|高德地图|豪华型|undefined|47-50|",0，35，40,     |极速拼车，拼车|出租车拼车，推荐|极速拼车,"[{""app"": ""高德"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,高德,拼车,,拼车,无,极速拼车,极速拼车,False,,False,0,,0,0,,0,1.093142033,直接命中车小类关键字但answer中没有或错误,,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '享道出行'}, {'优享型': '优e出行特选'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '添猫出行'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': 'K9用车'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '斑马快跑'}, {'经济型': '日初出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '渔阳出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",拼车,极速拼车,,拼个车去颐和园，用高德吧。
Qwen2.5-32B-Instruct,拼个车去南京路，用滴滴。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.06|
|1|滴滴|推荐|特惠快车|8.36|
|2|滴滴|推荐|滴滴快车|9.88|
|3|滴滴|推荐|特快出租车|10.27|
|4|滴滴|推荐|滴滴特快|11.50|
|5|滴滴|拼车|特价拼车|6.74-8.47|
|6|滴滴|拼车|极速拼车|12.07-13.71|
|7|滴滴|拼车|滴滴小巴|9.31-10.92|
|8|滴滴|特价|花小猪外接版|14.51|
|9|滴滴|特价|惊喜特价|17.79|
|10|滴滴|快速|曹操出行|18.16|
|11|滴滴|快速|出租车|18.47|
|12|滴滴|快速|滴滴轻享|19.01|
|13|滴滴|快速|滴滴特快|19.35|
|14|滴滴|快速|滴滴优享|20.46|
|15|滴滴|快速|滴滴快车|20.48|
|16|滴滴|快速|宽敞好车|20.90|
|17|滴滴|快速|方舟行|21.00|
|18|滴滴|快速|长沙新出租|21.60|
|19|滴滴|快速|武汉新出租|22.11|
|20|滴滴|舒适|滴滴专车|25.58|
|21|滴滴|六座|六座专车|40.57|
|22|滴滴|六座|六座豪华车|41.58|
|23|滴滴|六座|六座快车|42.40|",5，6，7,拼车|特价拼车，拼车|极速拼车，拼车|滴滴小巴,"[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,拼车,,拼车,无,,无,False,,False,0,,0,0,,0,1.107133865,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去南京路，用滴滴。
Qwen2.5-32B-Instruct,拼个车去高铁站，预算18元内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|12.70|
|1|滴滴|推荐|特惠快车|13.60|
|2|滴滴|推荐|滴滴快车|14.37|
|3|滴滴|推荐|特快出租车|15.70|
|4|滴滴|推荐|滴滴特快|17.88|
|5|滴滴|推荐|宽敞好车|17.90|
|6|滴滴|拼车|特价拼车|14.39-15.68|
|7|滴滴|特价|花小猪外接版|22.43|
|8|滴滴|特价|惊喜特价|22.74|
|9|滴滴|快速|曹操出行|24.58|
|10|滴滴|快速|出租车|24.82|
|11|滴滴|快速|滴滴轻享|25.32|
|12|滴滴|快速|滴滴特快|26.48|
|13|滴滴|快速|滴滴优享|27.26|
|14|滴滴|快速|滴滴快车|27.57|
|15|滴滴|快速|宽敞好车|28.38|
|16|滴滴|快速|方舟行|30.15|
|17|滴滴|舒适|滴滴专车|43.73|
|18|滴滴|舒适|滴滴豪华车|47.05|
|19|滴滴|六座|六座专车|56.37|
|20|滴滴|六座|六座豪华车|56.93|",6,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 18, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,18,,18,1.099575281,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去高铁站，预算18元内。
Qwen2.5-32B-Instruct,拼个车去绿博园，不超过45块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|22.26|
|1|滴滴|推荐|特惠快车|25.67|
|2|滴滴|推荐|滴滴快车|26.08|
|3|滴滴|拼车|特价拼车|23.77-25.14|
|4|滴滴|拼车|极速拼车|24.76-26.73|
|5|滴滴|特价|花小猪外接版|34.62|
|6|滴滴|快速|曹操出行|46.25|
|7|滴滴|快速|出租车|46.38|
|8|滴滴|快速|滴滴轻享|47.11|
|9|滴滴|快速|滴滴特快|47.26|
|10|滴滴|快速|滴滴优享|48.08|
|11|滴滴|快速|滴滴快车|49.47|
|12|滴滴|快速|宽敞好车|50.74|
|13|滴滴|快速|方舟行|51.00|
|14|滴滴|快速|长沙新出租|51.04|
|15|滴滴|舒适|滴滴专车|67.38|
|16|滴滴|六座|六座专车|103.26|
|17|滴滴|六座|六座豪华车|105.80|","3,4","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,45,,45,1.10024786,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去绿博园，不超过45块。
Qwen2.5-32B-Instruct,拼个车去光明科技馆。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.68|
|1|滴滴|推荐|特惠快车|10.75|
|2|滴滴|推荐|滴滴快车|10.79|
|3|滴滴|推荐|特快出租车|12.68|
|4|滴滴|拼车|特价拼车|12.93-14.09|
|5|滴滴|拼车|极速拼车|13.92-14.93|
|6|滴滴|特价|花小猪外接版|15.18|
|7|滴滴|特价|惊喜特价|15.32|
|8|滴滴|快速|曹操出行|18.61|
|9|滴滴|快速|出租车|18.78|
|10|滴滴|快速|滴滴轻享|19.48|
|11|滴滴|快速|滴滴特快|19.69|
|12|滴滴|快速|滴滴优享|20.05|
|13|滴滴|快速|滴滴快车|20.06|
|14|滴滴|快速|宽敞好车|21.95|
|15|滴滴|快速|方舟行|22.11|
|16|滴滴|舒适|滴滴专车|32.32|
|17|滴滴|舒适|滴滴豪华车|32.46|
|18|滴滴|六座|六座专车|46.09|
|19|滴滴|六座|六座豪华车|47.94|","4,5","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,False,,False,0,,0,0,,0,1.054879665,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去光明科技馆。
Qwen2.5-32B-Instruct,拼个车去火车站，大概15元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.86|
|1|滴滴|推荐|特惠快车|10.56|
|2|滴滴|推荐|滴滴快车|11.39|
|3|滴滴|推荐|特快出租车|12.07|
|4|滴滴|推荐|滴滴特快|12.76|
|5|滴滴|拼车|特价拼车|5.87-7.57|
|6|滴滴|特价|花小猪外接版|11.88|
|7|滴滴|特价|惊喜特价|17.05|
|8|滴滴|快速|曹操出行|16.28|
|9|滴滴|快速|出租车|16.76|
|10|滴滴|快速|滴滴轻享|17.48|
|11|滴滴|快速|滴滴特快|19.10|
|12|滴滴|快速|滴滴优享|19.51|
|13|滴滴|快速|滴滴快车|19.75|
|14|滴滴|快速|宽敞好车|20.13|
|15|滴滴|快速|方舟行|20.45|
|16|滴滴|快速|长沙新出租|20.50|
|17|滴滴|快速|武汉新出租|20.78|
|18|滴滴|舒适|滴滴专车|28.56|
|19|滴滴|舒适|滴滴豪华车|29.69|
|20|滴滴|六座|六座专车|36.92|
|21|滴滴|六座|六座豪华车|39.41|",5,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 9, ""price_max"": 9, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,15,,15,15,,15,1.069203615,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去火车站，大概15元。
Qwen2.5-32B-Instruct,拼个车去陈家祠，预算20块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|11.80|
|1|滴滴|推荐|特惠快车|11.95|
|2|滴滴|推荐|滴滴快车|15.57|
|3|滴滴|推荐|特快出租车|16.12|
|4|滴滴|推荐|滴滴特快|16.63|
|5|滴滴|拼车|特价拼车|7.75-9.54|
|6|滴滴|拼车|极速拼车|14.02-15.21|
|7|滴滴|拼车|滴滴小巴|11.57-13.12|
|8|滴滴|特价|花小猪外接版|15.50|
|9|滴滴|特价|惊喜特价|18.21|
|10|滴滴|快速|曹操出行|19.12|
|11|滴滴|快速|出租车|19.33|
|12|滴滴|快速|滴滴轻享|20.63|
|13|滴滴|快速|滴滴特快|20.81|
|14|滴滴|快速|滴滴优享|20.89|
|15|滴滴|快速|滴滴快车|21.32|
|16|滴滴|快速|宽敞好车|21.53|
|17|滴滴|快速|方舟行|22.55|
|18|滴滴|快速|长沙新出租|23.58|
|19|滴滴|舒适|滴滴专车|30.12|
|20|滴滴|六座|六座专车|53.32|
|21|滴滴|六座|六座豪华车|56.36|","5,6,7","拼车|特价拼车,拼车|极速拼车,拼车|滴滴小巴","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 7, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,20,,20,1.053927183,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去陈家祠，预算20块。
Qwen2.5-32B-Instruct,拼个车去奥体中心，便宜优先。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|17.51|
|1|滴滴|推荐|特惠快车|17.78|
|2|滴滴|推荐|滴滴快车|17.91|
|3|滴滴|推荐|特快出租车|20.87|
|4|滴滴|推荐|滴滴特快|22.67|
|5|滴滴|推荐|宽敞好车|22.83|
|6|滴滴|拼车|特价拼车|14.03-15.52|
|7|滴滴|拼车|极速拼车|18.53-20.30|
|8|滴滴|特价|花小猪外接版|21.80|
|9|滴滴|特价|惊喜特价|25.22|
|10|滴滴|快速|曹操出行|32.31|
|11|滴滴|快速|出租车|32.65|
|12|滴滴|快速|滴滴轻享|32.93|
|13|滴滴|快速|滴滴特快|33.09|
|14|滴滴|快速|滴滴优享|33.26|
|15|滴滴|快速|滴滴快车|33.78|
|16|滴滴|快速|宽敞好车|34.05|
|17|滴滴|快速|方舟行|34.06|
|18|滴滴|快速|长沙新出租|35.57|
|19|滴滴|快速|武汉新出租|35.81|
|20|滴滴|快速|丽江新出租|36.88|
|21|滴滴|舒适|滴滴专车|50.69|
|22|滴滴|六座|六座专车|79.71|
|23|滴滴|六座|六座豪华车|80.99|
|24|滴滴|六座|六座快车|81.03|","6,7","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,-1,,-1,0,,0,1.052936792,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '丽江新出租'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去奥体中心，便宜优先。
Qwen2.5-32B-Instruct,拼个车去离我最近的地铁站，预算22元内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|12.71|
|1|滴滴|推荐|特惠快车|15.46|
|2|滴滴|推荐|滴滴快车|15.99|
|3|滴滴|推荐|特快出租车|16.58|
|4|滴滴|推荐|滴滴特快|16.88|
|5|滴滴|拼车|特价拼车|10.45-11.46|
|6|滴滴|拼车|极速拼车|13.94-15.48|
|7|滴滴|拼车|滴滴小巴|10.01-11.36|
|8|滴滴|特价|花小猪外接版|15.97|
|9|滴滴|特价|惊喜特价|19.06|
|10|滴滴|特价|特惠快车|19.87|
|11|滴滴|快速|曹操出行|23.81|
|12|滴滴|快速|出租车|24.25|
|13|滴滴|快速|滴滴轻享|25.56|
|14|滴滴|快速|滴滴特快|25.79|
|15|滴滴|快速|滴滴优享|25.82|
|16|滴滴|快速|滴滴快车|27.06|
|17|滴滴|快速|宽敞好车|27.13|
|18|滴滴|快速|方舟行|28.08|
|19|滴滴|快速|长沙新出租|28.52|
|20|滴滴|舒适|滴滴专车|33.91|
|21|滴滴|舒适|滴滴豪华车|36.10|
|22|滴滴|六座|六座专车|46.02|
|23|滴滴|六座|六座豪华车|49.01|","5,6,7","拼车|特价拼车,拼车|极速拼车,拼车|滴滴小巴","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 9, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,22,,22,1.073169708,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去离我最近的地铁站，预算22元内。
Qwen2.5-32B-Instruct,拼个车去夫子庙，预算不超30块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|17.59|
|1|滴滴|推荐|特惠快车|17.66|
|2|滴滴|推荐|滴滴快车|18.58|
|3|滴滴|推荐|特快出租车|18.73|
|4|滴滴|推荐|滴滴特快|18.82|
|5|滴滴|推荐|宽敞好车|19.59|
|6|滴滴|推荐|超值出租车|20.59|
|7|滴滴|拼车|特价拼车|25.04-26.67|
|8|滴滴|拼车|极速拼车|23.47-24.50|
|9|滴滴|特价|花小猪外接版|26.26|
|10|滴滴|特价|惊喜特价|28.39|
|11|滴滴|特价|特惠快车|29.34|
|12|滴滴|快速|曹操出行|38.40|
|13|滴滴|快速|出租车|38.67|
|14|滴滴|快速|滴滴轻享|39.22|
|15|滴滴|快速|滴滴特快|40.01|
|16|滴滴|快速|滴滴优享|40.93|
|17|滴滴|快速|滴滴快车|43.38|
|18|滴滴|快速|宽敞好车|43.49|
|19|滴滴|舒适|滴滴专车|51.20|
|20|滴滴|六座|六座专车|88.86|
|21|滴滴|六座|六座豪华车|91.96|","7,8","拼车|特价拼车,拼车|极速拼车","[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 9, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,30,,30,1.053487301,,,杨丽丽,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'推荐': '超值出租车'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去夫子庙，预算不超30块。
Qwen2.5-32B-Instruct,拼个车去鼓浪屿，司机接受携带宠物。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|12.36|
|1|滴滴|推荐|特惠快车|12.73|
|2|滴滴|推荐|滴滴快车|12.74|
|3|滴滴|推荐|特快出租车|14.17|
|4|滴滴|推荐|滴滴特快|14.66|
|5|滴滴|拼车|特价拼车|9.10-10.62|
|6|滴滴|拼车|极速拼车|11.47-12.56|
|7|滴滴|特价|花小猪外接版|16.57|
|8|滴滴|特价|惊喜特价|19.39|
|9|滴滴|快速|曹操出行|22.97|
|10|滴滴|快速|出租车|22.99|
|11|滴滴|快速|滴滴轻享|24.05|
|12|滴滴|快速|滴滴特快|24.73|
|13|滴滴|快速|滴滴优享|25.11|
|14|滴滴|快速|滴滴快车|25.38|
|15|滴滴|快速|宽敞好车|25.63|
|16|滴滴|快速|方舟行|25.71|
|17|滴滴|快速|长沙新出租|25.88|
|18|滴滴|快速|武汉新出租|26.35|
|19|滴滴|舒适|滴滴专车|41.21|
|20|滴滴|六座|六座专车|43.84|
|21|滴滴|六座|六座豪华车|43.99|
