model,query,appname,车辆候选列表,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案,是否存在价格,price_min,正确答案,价格下限,price_max,正确答案,价格下限,think_time,问题,备注,标注人
Qwen2.5-32B-Instruct,打车去白石龙地铁站，选择20元以下的车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|11.7-14.3|
|1|推荐|滴滴快车|13.7|
|2|推荐|宽敞好车|16.0|
|3|推荐|花小猪正价版|12.5|
|4|推荐|特惠快车|12.5|
|5|推荐|曹操出行|16.2|
|6|特价|花小猪外接版|11.1|
|7|快速|滴滴特快|16.3|
|8|快速|如祺出行|18.5|
|9|快速|出租车|19.7|
|10|快速|滴滴轻享|25.0|
|11|舒适|滴滴专车|22.1|
|12|舒适|滴滴豪华车|87.7|
|13|六座|六座专车|38.8|
|14|六座|六座豪华车|208.0|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,20,,20,1.077053547,,,万晓蓉
Qwen2.5-32B-Instruct,打车去上芬地铁站，车型选择阳光出行和曹操出行,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|16.9-27.0|
|1||特惠快车|18.5-26.5|
|2|经济型|及时用车|20|
|3|经济型|5U出行|20|
|4|经济型|曹操出行|21|
|5|经济型|东潮出行|21|
|6|经济型|中交出行|23|
|7|经济型|神州专车|23|
|8|经济型|全民GO|23|
|9|经济型|如祺出行|25|
|10|经济型|T3出行|25|
|11|经济型|900出行|25|
|12|经济型|妥妥E行|26|
|13|经济型|中军出行|26|
|14|经济型|斑马快跑|27|
|15|经济型|飞嘀打车|27|
|16|经济型|首汽约车|28|
|17|经济型|阳光出行|29|
|18|经济型|享道出行|31|
|19|经济型|聚的新出租|44|
|20|经济型|深圳出租|44|
|21|特快车|undefined|37|
|22|出租车|undefined||
|23|惠享专车|undefined|33-38|
|24|优享型|中交出行|26|
|25|优享型|曹操出行|28|
|26|优享型|神州专车|28|
|27|优享型|东潮出行|29|
|28|优享型|飞嘀打车|31|
|29|优享型|斑马快跑|31|
|30|优享型|全民GO|32|
|31|优享型|妥妥E行|33|
|32|优享型|及时用车|34|
|33|优享型|享道出行|34|
|34|优享型|阳光出行|36|
|35|优享型|首汽约车|39|
|36|优享型|T3出行|39|
|37|轻享专车|undefined|38|
|38|六座商务|undefined|72-82|
|39|豪华型|undefined|80-89|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行, 曹操出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,"阳光出行, 曹操出行",,"阳光出行, 曹操出行",FALSE,,FALSE,0,,0,0,,0,1.145796776,,,万晓蓉
Qwen2.5-32B-Instruct,打车去深圳东站，只打舒适车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|17.2-23.8|
|1|null|特惠快车|20.7|
|2|null|六座专车|62.9|
|3|null|六座豪华车|171.3|
|4|null|花小猪外接版|14.3|
|5|null|花小猪正价版|17.4|
|6|null|曹操出行|18.0|
|7|null|如祺出行|19.3|
|8|null|滴滴快车|23.8|
|9|null|宽敞好车|26.1|
|10|null|滴滴特快|25.9|
|11|null|滴滴轻享|32.7|
|12|null|出租车|38.3|
|13|null|滴滴专车|38.6|
|14|null|滴滴豪华车|93.8|","[{""app"": ""无"", ""category"": ""舒适车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适车,无,无,无,,无,FALSE,,FALSE,0,,0,0,,0,1.056992054,answer下的车型必须存在于“车辆候选列表”,,万晓蓉
Qwen2.5-32B-Instruct,打车去梅村，选择快速车和舒适车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|5.7-6.4|
|1|推荐|特惠快车|6.3|
|2|特价|花小猪外接版|5.3|
|3|快速|花小猪正价版|5.5|
|4|快速|滴滴快车|6.4|
|5|快速|宽敞好车|8.7|
|6|快速|出租车|6.4|
|7|快速|滴滴特快|6.9|
|8|快速|曹操出行|7.0|
|9|快速|如祺出行|7.2|
|10|快速|滴滴轻享|13.6|
|11|舒适|滴滴专车|11.7|
|12|舒适|滴滴豪华车|73.0|
|13|六座|六座专车|20.7|
|14|六座|六座豪华车|151.2|","[{""app"": ""无"", ""category"": ""快速车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 舒适车型",快速，舒适,快速，舒适,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.174445868,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉
Qwen2.5-32B-Instruct,打车去洪浪北站，勾选特价车和六座车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|21.1-31.4|
|1|推荐|特惠快车|29.3|
|2|特价|花小猪外接版|18.6|
|3|快速|花小猪正价版|22.6|
|4|快速|如祺出行|24.5|
|5|快速|曹操出行|26.8|
|6|快速|滴滴快车|31.4|
|7|快速|宽敞好车|33.6|
|8|快速|滴滴特快|34.9|
|9|快速|滴滴轻享|40.0|
|10|快速|出租车|52.0|
|11|舒适|滴滴专车|50.3|
|12|舒适|滴滴豪华车|126.8|
|13|六座|六座专车|78.3|
|14|六座|六座豪华车|252.9|","[{""app"": ""无"", ""category"": ""特价车, 六座车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特价车, 六座车型",特价，六座,特价，六座,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.164959908,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉
Qwen2.5-32B-Instruct,打车去先科花园，勾选快速车、特价车、舒适车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|5.7-6.4|
|1|推荐|出租车|5.0|
|2|推荐|特惠快车|6.3|
|3|特价|花小猪外接版|5.3|
|4|快速|花小猪正价版|5.5|
|5|快速|滴滴快车|6.4|
|6|快速|宽敞好车|8.7|
|7|快速|滴滴特快|6.9|
|8|快速|曹操出行|6.9|
|9|快速|如祺出行|7.2|
|10|快速|滴滴轻享|13.6|
|11|舒适|滴滴专车|10.5|
|12|舒适|滴滴豪华车|68.6|
|13|六座|六座专车|15.2|
|14|六座|六座豪华车|151.2|","[{""app"": ""无"", ""category"": ""快速车, 特价车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 特价车, 舒适车型",特价，快速，舒适,特价，快速，舒适,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.257679701,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉
Qwen2.5-32B-Instruct,打车去上芬地铁站，车型选择滴滴快车和滴滴特快,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|20.5-25.4|
|1|null|特惠快车|21.9|
|2|null|六座专车|51.8|
|3|null|六座豪华车|219.3|
|4|null|花小猪外接版|14.2|
|5|null|曹操出行|10.8|
|6|null|花小猪正价版|17.2|
|7|null|如祺出行|18.3|
|8|null|滴滴快车|25.4|
|9|null|宽敞好车|27.7|
|10|null|滴滴特快|27.9|
|11|null|出租车|31.9|
|12|null|滴滴轻享|34.3|
|13|null|滴滴专车|37.4|
|14|null|滴滴豪华车|104.4|","[{""app"": ""滴滴"", ""category"": ""快车, 特快"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,"快车, 特快",无,无,无,滴滴快车，滴滴特快,滴滴快车，滴滴特快,FALSE,,FALSE,0,,0,0,,0,1.170618534,直接命中车小类关键字但answer中没有或错误,,万晓蓉
Qwen2.5-32B-Instruct,打车去虎门站，打舒适车和滴滴快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|120.3|
|1|null|特惠快车|110.9|
|2|null|滴滴特快|159.2|
|3|null|花小猪外接版|93.9|
|4|null|如祺出行|106.3|
|5|null|花小猪正价版|111.0|
|6|null|曹操出行|114.5|
|7|null|滴滴快车|140.8|
|8|null|宽敞好车|144.2|
|9|null|滴滴轻享|171.4|
|10|null|出租车|245.6|
|11|null|滴滴专车|209.7|
|12|null|滴滴豪华车|479.6|
|13|null|六座专车|337.3|
|14|null|六座豪华车|777.6|","[{""app"": ""滴滴"", ""category"": ""舒适车, 快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,"舒适车, 快车",无,无,无,滴滴快车,滴滴快车,FALSE,,FALSE,0,,0,0,,0,1.18061471,直接命中车小类关键字但answer中没有或错误,,万晓蓉
Qwen2.5-32B-Instruct,打车去深圳会展中心，打快速车和六座专车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|12.6-15.1|
|1|推荐|特惠快车|13.6|
|2|推荐|滴滴快车|15.1|
|3|推荐|宽敞好车|17.4|
|4|推荐|滴滴特快|16.9|
|5|推荐|六座专车|45.6|
|6|特价|花小猪外接版|9.2|
|7|快速|曹操出行|9.1|
|8|快速|如祺出行|9.7|
|9|快速|花小猪正价版|10.2|
|10|快速|出租车|20.1|
|11|快速|滴滴轻享|25.9|
|12|舒适|滴滴专车|26.1|
|13|舒适|滴滴豪华车|84.9|
|14|六座|六座豪华车|191.3|","[{""app"": ""无"", ""category"": ""快速车, 六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 六座专车","快速, 六座","快速, 六座",无,"特惠快车,滴滴快车,滴滴特快","特惠快车,滴滴快车,滴滴特快",FALSE,,FALSE,0,,0,0,,0,1.193114042,直接命中车大类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,打车去宝安机场，打特价车和特惠快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|46.3|
|1|null|特惠快车|51.8|
|2|null|滴滴特快|69.9|
|3|null|花小猪外接版|40.5|
|4|null|曹操出行|45.0|
|5|null|花小猪正价版|48.2|
|6|null|如祺出行|48.7|
|7|null|滴滴快车|56.3|
|8|null|宽敞好车|59.7|
|9|null|滴滴轻享|76.8|
|10|null|出租车|96.0|
|11|null|滴滴专车|102.8|
|12|null|滴滴豪华车|252.9|
|13|null|六座专车|161.8|
|14|null|六座豪华车|427.5|","[{""app"": ""无"", ""category"": ""特价车, 特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特价车, 特惠快车",无,无,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.170402765,直接命中车小类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,打车去深圳北站，只打20元以内的滴滴快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|11.8-14.2|
|1|null|特惠快车|13.0|
|2|null|六座专车|45.6|
|3|null|六座豪华车|193.3|
|4|null|花小猪外接版|9.0|
|5|null|曹操出行|8.4|
|6|null|花小猪正价版|9.9|
|7|null|如祺出行|12.8|
|8|null|滴滴快车|14.3|
|9|null|宽敞好车|16.5|
|10|null|滴滴特快|15.9|
|11|null|出租车|20.7|
|12|null|滴滴轻享|22.6|
|13|null|滴滴专车|23.6|
|14|null|滴滴豪华车|88.2|","[{""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",滴滴,,滴滴,快车,无,无,无,"滴滴快车,特惠快车","滴滴快车,特惠快车",TRUE,,TRUE,0,,0,20,,20,1.076292038,直接命中车小类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,打车去梅村，选30元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.4-11.0|
|1|null|特惠快车|4.5-12.7|
|2|经济型|聚的新出租|6|
|3|经济型|深圳出租|6|
|4|经济型|妥妥E行|6|
|5|经济型|全民GO|6|
|6|经济型|中交出行|7|
|7|经济型|5U出行|8|
|8|经济型|曹操出行|9|
|9|经济型|T3出行|9|
|10|经济型|及时用车|9|
|11|经济型|神州专车|9|
|12|经济型|东潮出行|9|
|13|经济型|阳光出行|9|
|14|经济型|享道出行|10|
|15|经济型|900出行|10|
|16|经济型|首汽约车|11|
|17|经济型|飞嘀打车|11|
|18|经济型|如祺出行|12|
|19|经济型|斑马快跑|14|
|20|特快车|undefined|14|
|21|出租车|undefined| |
|22|优享型|中交出行|8|
|23|优享型|东潮出行|10|
|24|优享型|及时用车|10|
|25|优享型|全民GO|10|
|26|优享型|神州专车|10|
|27|优享型|妥妥E行|10|
|28|优享型|阳光出行|11|
|29|优享型|飞嘀打车|12|
|30|优享型|首汽约车|12|
|31|优享型|享道出行|13|
|32|优享型|曹操出行|13|
|33|优享型|斑马快跑|16|
|34|轻享专车|undefined|9-11|
|35|六座商务|undefined|19-32|
|36|豪华型|undefined|25-38|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,30,,30,100000,,100000,1.168402195,,"不看价格,不限车型",唐楠
Qwen2.5-32B-Instruct,打车去新莲大厦，选10元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.5-11.0|
|1|null|特惠快车|4.5-12.5|
|2|经济型|妥妥E行|6|
|3|经济型|全民GO|7|
|4|经济型|中交出行|8|
|5|经济型|曹操出行|8|
|6|经济型|5U出行|9|
|7|经济型|T3出行|9|
|8|经济型|及时用车|9|
|9|经济型|神州专车|10|
|10|经济型|东潮出行|10|
|11|经济型|享道出行|10|
|12|经济型|阳光出行|10|
|13|经济型|聚的新出租|10|
|14|经济型|深圳出租|10|
|15|经济型|首汽约车|11|
|16|经济型|飞嘀打车|11|
|17|经济型|如祺出行|11|
|18|经济型|斑马快跑|14|
|19|特快车|undefined|14|
|20|出租车|undefined| |
|21|优享型|T3出行|10|
|22|优享型|全民GO|10|
|23|优享型|妥妥E行|10|
|24|优享型|及时用车|10|
|25|优享型|曹操出行|11|
|26|优享型|飞嘀打车|12|
|27|优享型|阳光出行|12|
|28|优享型|首汽约车|12|
|29|优享型|享道出行|13|
|30|优享型|斑马快跑|16|
|31|轻享专车|undefined|9-11|
|32|六座商务|undefined|20-39|
|33|豪华型|undefined|26-42|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 10, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,10,,10,100000,,100000,1.155826807,,"不看价格,不限车型",唐楠
Qwen2.5-32B-Instruct,打车去阿里中心，选最贵的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|轻享专车|45-61|
|1|null|极速拼车|19.5-32.0|
|2|null|特惠快车|23.5-26.9|
|3|经济型|神州专车|24|
|4|经济型|T3出行|25|
|5|经济型|中军出行|27|
|6|经济型|飞嘀打车|27|
|7|经济型|900出行|27|
|8|经济型|5U出行|27|
|9|经济型|中交出行|27|
|10|经济型|妥妥E行|28|
|11|经济型|全民GO|28|
|12|经济型|东潮出行|29|
|13|经济型|曹操出行|30|
|14|经济型|如祺出行|30|
|15|经济型|斑马快跑|31|
|16|经济型|及时用车|31|
|17|经济型|享道出行|34|
|18|经济型|首汽约车|36|
|19|经济型|阳光出行|46|
|20|经济型|聚的新出租|55|
|21|经济型|深圳出租|55|
|22|特快车|undefined|44|
|23|出租车|undefined| |
|24|优享型|中交出行|33|
|25|优享型|神州专车|35|
|26|优享型|东潮出行|35|
|27|优享型|斑马快跑|37|
|28|优享型|全民GO|38|
|29|优享型|飞嘀打车|38|
|30|优享型|妥妥E行|39|
|31|优享型|及时用车|40|
|32|优享型|曹操出行|41|
|33|优享型|T3出行|44|
|34|优享型|享道出行|45|
|35|优享型|首汽约车|46|
|36|优享型|阳光出行|51|
|37|六座商务|undefined|89-116|
|38|豪华型|undefined|101-107|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": -1, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,-1,,-1,1.053616047,,"不看价格,不限车型",唐楠
Qwen2.5-32B-Instruct,打车去梅村，车型选择出租车和优享车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.2-11.0|
|1|null|特惠快车|3.5|
|2|经济型|神州专车|4|
|3|经济型|聚的新出租|6|
|4|经济型|深圳出租|6|
|5|经济型|妥妥E行|6|
|6|经济型|全民GO|6|
|7|经济型|中交出行|7|
|8|经济型|及时用车|8|
|9|经济型|T3出行|8|
|10|经济型|东潮出行|8|
|11|经济型|5U出行|8|
|12|经济型|曹操出行|9|
|13|经济型|如祺出行|9|
|14|经济型|阳光出行|9|
|15|经济型|首汽约车|10|
|16|经济型|享道出行|10|
|17|经济型|900出行|10|
|18|经济型|飞嘀打车|11|
|19|经济型|斑马快跑|11|
|20|经济型|中军出行|15|
|21|特快车|undefined|14|
|22|出租车|undefined| |
|23|优享型|中交出行|8|
|24|优享型|T3出行|9|
|25|优享型|东潮出行|10|
|26|优享型|及时用车|10|
|27|优享型|全民GO|10|
|28|优享型|神州专车|10|
|29|优享型|妥妥E行|10|
|30|优享型|首汽约车|11|
|31|优享型|阳光出行|11|
|32|优享型|曹操出行|11|
|33|优享型|飞嘀打车|12|
|34|优享型|斑马快跑|16|
|35|轻享专车|undefined|9-20|
|36|六座商务|undefined|19-26|
|37|豪华型|undefined|25-32|","[{""app"": ""无"", ""category"": ""出租车, 优享车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"出租车, 优享车型","出租车,优享型","出租车,优享型",无,"聚的新出租,深圳出租","聚的新出租,深圳出租",FALSE,,FALSE,0,,0,0,,0,1.160331011,直接命中车大类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,打车去先科花园，勾选优享车、特快车、经济车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.2-11.0|
|1|null|特惠快车|3.5-9.4|
|2|经济型|神州专车|4|
|3|经济型|妥妥E行|6|
|4|经济型|全民GO|6|
|5|经济型|聚的新出租|7|
|6|经济型|深圳出租|7|
|7|经济型|中交出行|7|
|8|经济型|及时用车|8|
|9|经济型|T3出行|8|
|10|经济型|东潮出行|8|
|11|经济型|5U出行|8|
|12|经济型|曹操出行|9|
|13|经济型|如祺出行|9|
|14|经济型|阳光出行|9|
|15|经济型|享道出行|10|
|16|经济型|900出行|10|
|17|经济型|首汽约车|11|
|18|经济型|飞嘀打车|11|
|19|经济型|斑马快跑|11|
|20|经济型|中军出行|15|
|21|特快车|undefined|14|
|22|出租车|undefined| |
|23|优享型|中交出行|8|
|24|优享型|T3出行|9|
|25|优享型|东潮出行|10|
|26|优享型|及时用车|10|
|27|优享型|全民GO|10|
|28|优享型|神州专车|10|
|29|优享型|妥妥E行|10|
|30|优享型|阳光出行|11|
|31|优享型|曹操出行|11|
|32|优享型|飞嘀打车|12|
|33|优享型|斑马快跑|16|
|34|轻享专车|undefined|8-11|
|35|六座商务|undefined|17-25|
|36|豪华型|undefined|22-31|","[{""app"": ""无"", ""category"": ""优享车, 特快车, 经济车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"优享车, 特快车, 经济车型","优享型,特快车,经济型","优享型,特快车,经济型",无,,无,FALSE,,FALSE,0,,0,0,,0,1.245167732,直接命中车大类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,打车去红山地铁站，车型选择出租车和阳光出行,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|9.3-17.0|
|1|null|特惠快车|9.5-15.8|
|2|经济型|神州专车|8|
|3|经济型|T3出行|10|
|4|经济型|及时用车|10|
|5|经济型|曹操出行|11|
|6|经济型|中交出行|12|
|7|经济型|妥妥E行|12|
|8|经济型|全民GO|12|
|9|经济型|如祺出行|13|
|10|经济型|5U出行|14|
|11|经济型|东潮出行|15|
|12|经济型|900出行|15|
|13|经济型|享道出行|16|
|14|经济型|首汽约车|16|
|15|经济型|飞嘀打车|16|
|16|经济型|中军出行|17|
|17|经济型|斑马快跑|17|
|18|经济型|阳光出行|20|
|19|经济型|聚的新出租|26|
|20|经济型|深圳出租|26|
|21|特快车|undefined|23|
|22|出租车|undefined| |
|23|惠享专车|undefined|18-23|
|24|优享型|中交出行|16|
|25|优享型|曹操出行|16|
|26|优享型|东潮出行|17|
|27|优享型|神州专车|17|
|28|优享型|飞嘀打车|18|
|29|优享型|全民GO|18|
|30|优享型|妥妥E行|18|
|31|优享型|及时用车|19|
|32|优享型|T3出行|19|
|33|优享型|首汽约车|20|
|34|优享型|斑马快跑|21|
|35|优享型|阳光出行|23|
|36|轻享专车|undefined|21|
|37|六座商务|undefined|40-52|
|38|豪华型|undefined|47-64|","[{""app"": ""无"", ""category"": ""出租车, 阳光出行"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"出租车, 阳光出行",出租车,出租车,无,"聚的新出租,深圳出租,阳光出行","聚的新出租,深圳出租,阳光出行",FALSE,,FALSE,0,,0,0,,0,1.14469099,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,唐楠
Qwen2.5-32B-Instruct,打极速拼车和六座商务车去万象城,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|10.1-18.0|
|1|null|特惠快车|7.5-17.6|
|2|经济型|及时用车|9|
|3|经济型|5U出行|9|
|4|经济型|东潮出行|11|
|5|经济型|T3出行|11|
|6|经济型|曹操出行|12|
|7|经济型|妥妥E行|12|
|8|经济型|全民GO|13|
|9|经济型|中交出行|14|
|10|经济型|神州专车|15|
|11|经济型|如祺出行|15|
|12|经济型|900出行|16|
|13|经济型|飞嘀打车|17|
|14|经济型|中军出行|17|
|15|经济型|享道出行|17|
|16|经济型|首汽约车|17|
|17|经济型|斑马快跑|18|
|18|经济型|阳光出行|23|
|19|经济型|聚的新出租|28|
|20|经济型|深圳出租|28|
|21|特快车|undefined|24|
|22|出租车|undefined| |
|23|惠享专车|undefined|20-24|
|24|优享型|曹操出行|16|
|25|优享型|中交出行|17|
|26|优享型|享道出行|18|
|27|优享型|神州专车|19|
|28|优享型|东潮出行|19|
|29|优享型|飞嘀打车|20|
|30|优享型|全民GO|20|
|31|优享型|妥妥E行|20|
|32|优享型|及时用车|20|
|33|优享型|斑马快跑|21|
|34|优享型|首汽约车|21|
|35|优享型|T3出行|21|
|36|优享型|阳光出行|25|
|37|轻享专车|undefined|22-31|
|38|六座商务|undefined|39-53|
|39|豪华型|undefined|47-66|","[{""app"": ""无"", ""category"": ""极速拼车, 六座商务车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"极速拼车, 六座商务车",六座商务车,六座商务车,无,极速拼车,极速拼车,FALSE,,FALSE,0,,0,0,,0,1.200762033,直接命中车小类关键字但answer中没有或错误,,唐楠
Qwen2.5-32B-Instruct,帮我用高德叫个不超过30的快车去情侣园,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|22.8-34.0|
|1||特惠快车|20.8-26.7|
|2|经济型|T3出行|24|
|3|经济型|曹操出行|25|
|4|经济型|享道出行|27|
|5|经济型|阳光出行|32|
|6|经济型|有序出行|32|
|7|经济型|神州专车|32|
|8|经济型|沛途出行|32|
|9|经济型|有滴出行|32|
|10|经济型|风韵出行|32|
|11|经济型|及时用车|32|
|12|经济型|旅程约车|32|
|13|经济型|妥妥E行|32|
|14|经济型|首汽约车|33|
|15|经济型|鞍马出行|33|
|16|经济型|365约车|33|
|17|经济型|腾飞出行|33|
|18|经济型|环旅出行|33|
|19|经济型|叮叮出行|34|
|20|经济型|聚优出租|37|
|21|经济型|南京出租|37|
|22|经济型|腾飞新出租|37|
|23|经济型|鞍马聚的新出租|39|
|24|特快车|undefined|41|
|25|出租车|undefined|43-51|
|26|优享型|曹操出行|29|
|27|优享型|阳光出行|35|
|28|优享型|T3出行|36|
|29|优享型|享道出行|37|
|30|优享型|首汽约车|38|
|31|优享型|鞍马出行|47|
|32|优享型|腾飞出行|50|
|33|优享型|环旅出行|50|
|34|优享型|风韵出行|55|
|35|优享型|365约车|55|
|36|优享型|有滴出行|55|
|37|优享型|及时用车|55|
|38|优享型|神州专车|55|
|39|优享型|叮叮出行|56|
|40|优享型|旅程约车|57|
|41|品质专车|undefined|49-80|
|42|六座商务|undefined|90-116|","[{""app"": ""高德"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",高德,,高德,快车,特快车,特快车,无,"特惠快车,","特惠快车,",TRUE,,TRUE,0,,0,30,,30,1.104214191,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,唐楠
Qwen2.5-32B-Instruct,给我打个专车去电力设计院,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|19.4-29.0|
|1||特惠快车|16.5-22.7|
|2|经济型|T3出行|19|
|3|经济型|曹操出行|22|
|4|经济型|享道出行|22|
|5|经济型|及时用车|24|
|6|经济型|鞍马出行|25|
|7|经济型|首汽约车|25|
|8|经济型|有滴出行|26|
|9|经济型|迪尔出行|26|
|10|经济型|神州专车|26|
|11|经济型|旅程约车|26|
|12|经济型|风韵出行|26|
|13|经济型|环旅出行|26|
|14|经济型|沛途出行|27|
|15|经济型|阳光出行|27|
|16|经济型|腾飞出行|27|
|17|经济型|叮叮出行|28|
|18|经济型|365约车|28|
|19|经济型|聚优出租|30|
|20|经济型|南京出租|31|
|21|经济型|腾飞新出租|32|
|22|经济型|鞍马聚的新出租|33|
|23|特快车|undefined|35|
|24|出租车|undefined|37-43|
|25|优享型|阳光出行|30|
|26|优享型|享道出行|31|
|27|优享型|首汽约车|32|
|28|优享型|T3出行|33|
|29|优享型|及时用车|38|
|30|优享型|鞍马出行|40|
|31|优享型|风韵出行|41|
|32|优享型|腾飞出行|42|
|33|优享型|有滴出行|43|
|34|优享型|神州专车|43|
|35|优享型|环旅出行|43|
|36|优享型|叮叮出行|43|
|37|优享型|旅程约车|44|
|38|优享型|365约车|47|
|39|品质专车|undefined|39-65|
|40|六座商务|undefined|76-97|","[{""app"": ""无"", ""category"": ""专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,专车,品质专车,品质专车,无,神州专车,神州专车,FALSE,,FALSE,0,,0,0,,0,1.04253459,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,唐楠
