model,query,车辆候选列表,id,大类|小类,answer原数据,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案,是否包含价格,price_min,正确答案,价格下限,price_max,正确答案,think_time,价格上限,问题,备注,标注人,
Qwen2.5-255B-Instruct,用特快出租车从江门五邑大学到广州南站，尽快出发别耽误。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|30.02|
|1|滴滴|推荐|特惠快车|30.47|
|2|滴滴|推荐|滴滴快车|31.68|
|3|滴滴|拼车|特价拼车|31.11-32.68|
|4|滴滴|拼车|极速拼车|30.52-31.82|
|5|滴滴|特价|花小猪外接版|34.33|
|6|滴滴|特价|惊喜特价|35.42|
|7|滴滴|快速|曹操出行|46.96|
|8|滴滴|快速|出租车|48.77|
|9|滴滴|快速|滴滴轻享|49.03|
|10|滴滴|快速|滴滴特快|51.69|
|11|滴滴|舒适|滴滴专车|84.80|
|12|滴滴|舒适|滴滴豪华车|87.68|
|13|滴滴|六座|六座专车|103.97|",8,快速|出租车,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,无,特快出租车,无,无,无,出租车,出租车,FALSE,,FALSE,0,,0,0,,1.086560249,0,answer下的车型必须存在于“车辆候选列表”,,陆迎,
Qwen2.5-256B-Instruct,从肇庆七星岩到广州白云机场，选特价拼车或惊喜特价，费用控制在30元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|12.71|
|1|滴滴|推荐|特惠快车|15.27|
|2|滴滴|推荐|滴滴快车|16.69|
|3|滴滴|推荐|特快出租车|17.76|
|4|滴滴|拼车|特价拼车|11.91-13.47|
|5|滴滴|特价|花小猪外接版|18.17|
|6|滴滴|特价|惊喜特价|18.61|
|7|滴滴|快速|曹操出行|25.04|
|8|滴滴|快速|出租车|25.25|
|9|滴滴|快速|滴滴轻享|26.70|
|10|滴滴|快速|滴滴特快|28.90|
|11|滴滴|舒适|滴滴专车|31.98|
|12|滴滴|舒适|滴滴豪华车|34.33|
|13|滴滴|六座|六座专车|52.64|
|14|滴滴|六座|六座豪华车|54.82|",4，6,拼车|特价拼车，特价|惊喜特价,"[{""app"": ""无"", ""category"": ""特价拼车, 惊喜特价"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,"特价拼车, 惊喜特价",无,无,无,"特价拼车, 惊喜特价","特价拼车, 惊喜特价",TRUE,,TRUE,0,,0,30,,1.223474979,30,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-258B-Instruct,用特惠快车或者惊喜特价去深圳宝安机场，总费用控制在200以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.96|
|1|滴滴|推荐|特惠快车|17.56|
|2|滴滴|推荐|滴滴快车|18.02|
|3|滴滴|推荐|特快出租车|18.98|
|4|滴滴|推荐|滴滴特快|19.08|
|5|滴滴|拼车|特价拼车|10.58-12.03|
|6|滴滴|拼车|极速拼车|19.57-21.27|
|7|滴滴|特价|花小猪外接版|17.91|
|8|滴滴|特价|惊喜特价|20.05|
|9|滴滴|快速|曹操出行|30.57|
|10|滴滴|快速|出租车|31.22|
|11|滴滴|快速|滴滴轻享|31.26|
|12|滴滴|舒适|滴滴专车|46.16|
|13|滴滴|六座|六座专车|69.46|
|14|滴滴|六座|六座豪华车|74.07|",1，8,推荐|特惠快车，特价|惊喜特价,"[{""app"": ""无"", ""category"": ""特惠快车, 惊喜特价"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 200, ""fast"": False}]",无,,无,"特惠快车, 惊喜特价",无,无,无,"特惠快车, 惊喜特价","特惠快车, 惊喜特价",TRUE,,TRUE,0,,0,200,,1.253498554,200,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-259B-Instruct,从嘉应学院到客都机场，选滴滴专车或豪华车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|29.64|
|1|滴滴|推荐|特惠快车|29.86|
|2|滴滴|拼车|特价拼车|34.12-35.78|
|3|滴滴|拼车|极速拼车|36.12-37.48|
|4|滴滴|特价|花小猪外接版|34.93|
|5|滴滴|特价|惊喜特价|35.83|
|6|滴滴|快速|曹操出行|57.65|
|7|滴滴|快速|出租车|57.92|
|8|滴滴|快速|滴滴轻享|62.07|
|9|滴滴|快速|滴滴特快|62.32|
|10|滴滴|舒适|滴滴专车|70.68|
|11|滴滴|舒适|滴滴豪华车|71.74|
|12|滴滴|六座|六座专车|115.98|
|13|滴滴|六座|六座豪华车|117.90|",10，11，12，13,舒适|滴滴专车，舒适|滴滴豪华车，六座|六座专车，六座|六座豪华车,"[{""app"": ""滴滴"", ""category"": ""舒适车型"", ""mode"": ""滴滴专车, 豪华车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适车型,无,无,"滴滴专车, 豪华车",滴滴专车，滴滴豪华车，六座专车，六座豪华车,滴滴专车，滴滴豪华车，六座专车，六座豪华车,FALSE,,FALSE,0,,0,0,,1.241758108,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-260B-Instruct,预约一辆六座专车从河源万绿湖到广州白云机场，行李较多需要大空间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.36|
|1|滴滴|推荐|特惠快车|19.00|
|2|滴滴|推荐|滴滴快车|19.36|
|3|滴滴|推荐|特快出租车|20.96|
|4|滴滴|拼车|特价拼车|17.89-19.35|
|5|滴滴|拼车|极速拼车|23.64-24.83|
|6|滴滴|特价|花小猪外接版|21.54|
|7|滴滴|快速|曹操出行|40.24|
|8|滴滴|快速|出租车|41.77|
|9|滴滴|快速|滴滴轻享|42.25|
|10|滴滴|舒适|滴滴专车|48.66|
|11|滴滴|舒适|滴滴豪华车|48.83|
|12|滴滴|六座|六座专车|78.07|
|13|滴滴|六座|六座豪华车|79.78|",12,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,六座专车,无,无,无,六座专车,六座专车,FALSE,,FALSE,0,,0,0,,1.117682934,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-262B-Instruct,叫辆极速拼车去机场，30分钟内出发。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|16.25|
|1|滴滴|推荐|特惠快车|16.75|
|2|滴滴|推荐|滴滴快车|17.66|
|3|滴滴|拼车|特价拼车|12.50-13.55|
|4|滴滴|特价|花小猪外接版|19.10|
|5|滴滴|特价|惊喜特价|20.47|
|6|滴滴|快速|曹操出行|26.72|
|7|滴滴|快速|出租车|27.62|
|8|滴滴|快速|滴滴轻享|27.71|
|9|滴滴|快速|滴滴特快|28.11|
|10|滴滴|快速|滴滴优享|29.20|
|11|滴滴|舒适|滴滴专车|35.64|
|12|滴滴|舒适|滴滴豪华车|35.70|
|13|滴滴|六座|六座专车|61.01|",无,无|无,"[{""app"": ""无"", ""category"": ""极速拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,极速拼车,无,无,无,,无,FALSE,,FALSE,0,,0,0,,1.098098993,0,answer下的车型必须存在于“车辆候选列表”,,陆迎,
Qwen2.5-263B-Instruct,从西湖断桥残雪打滴滴专车到杭州东站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.32|
|1|滴滴|推荐|特惠快车|16.07|
|2|滴滴|推荐|滴滴快车|16.25|
|3|滴滴|拼车|特价拼车|15.81-17.50|
|4|滴滴|特价|花小猪外接版|19.36|
|5|滴滴|特价|惊喜特价|21.42|
|6|滴滴|快速|曹操出行|30.88|
|7|滴滴|快速|出租车|32.36|
|8|滴滴|快速|滴滴轻享|33.82|
|9|滴滴|舒适|滴滴专车|55.42|
|10|滴滴|六座|六座专车|73.02|
|11|滴滴|六座|六座豪华车|74.16|",9，10,舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""舒适型"", ""mode"": ""专车"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型,无,无,专车,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.067126989,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-265B-Instruct,用特惠快车到鸟巢，预算100元内，加选特价拼车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|25.79|
|1|滴滴|推荐|特惠快车|26.01|
|2|滴滴|推荐|滴滴快车|26.13|
|3|滴滴|推荐|特快出租车|26.67|
|4|滴滴|拼车|特价拼车|30.13-31.51|
|5|滴滴|特价|花小猪外接版|35.55|
|6|滴滴|快速|曹操出行|49.83|
|7|滴滴|快速|出租车|50.40|
|8|滴滴|快速|滴滴轻享|50.68|
|9|滴滴|快速|滴滴特快|52.25|
|10|滴滴|舒适|滴滴专车|83.28|
|11|滴滴|六座|六座专车|97.35|
|12|滴滴|六座|六座豪华车|97.39|",1，4,推荐|特惠快车，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""特惠快车, 特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",无,,无,"特惠快车, 特价拼车",无,无,无,"特惠快车, 特价拼车","特惠快车, 特价拼车",TRUE,,TRUE,0,,0,100,,1.229476452,100,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-266B-Instruct,从广州塔到白云山景区，选个惊喜特价，价格不超过35元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.64|
|1|滴滴|推荐|特惠快车|25.87|
|2|滴滴|拼车|特价拼车|28.10-29.29|
|3|滴滴|特价|花小猪外接版|29.65|
|4|滴滴|特价|惊喜特价|30.47|
|5|滴滴|快速|曹操出行|44.43|
|6|滴滴|快速|出租车|45.30|
|7|滴滴|快速|滴滴轻享|45.89|
|8|滴滴|快速|滴滴特快|48.03|
|9|滴滴|快速|滴滴优享|49.53|
|10|滴滴|舒适|滴滴专车|56.49|
|11|滴滴|六座|六座专车|111.07|
|12|滴滴|六座|六座豪华车|115.81|",4,特价|惊喜特价,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,无,特价车,无,无,无,惊喜特价,惊喜特价,TRUE,,TRUE,0,,0,10,35,1.097218275,35,"直接命中车大类关键字但answer中没有或错误,直接命中价格关键字但answer中没有或错误",,陆迎,
Qwen2.5-268B-Instruct,从成都春熙路到双流机场，需要一辆滴滴专车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|19.45|
|1|滴滴|推荐|特惠快车|19.51|
|2|滴滴|推荐|滴滴快车|23.10|
|3|滴滴|推荐|特快出租车|23.16|
|4|滴滴|拼车|特价拼车|16.00-17.25|
|5|滴滴|特价|花小猪外接版|21.45|
|6|滴滴|特价|惊喜特价|25.26|
|7|滴滴|快速|曹操出行|30.16|
|8|滴滴|快速|出租车|30.96|
|9|滴滴|快速|滴滴轻享|35.82|
|10|滴滴|舒适|滴滴专车|46.50|
|11|滴滴|舒适|滴滴豪华车|47.02|
|12|滴滴|六座|六座专车|55.30|
|13|滴滴|六座|六座豪华车|55.47|",10，12,舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""舒适型的专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型的专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.129035473,0,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,
Qwen2.5-271B-Instruct,用特惠快车或惊喜特价到福田高铁站，价格控制在30元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.43|
|1|滴滴|推荐|特惠快车|17.04|
|2|滴滴|推荐|滴滴快车|18.81|
|3|滴滴|推荐|特快出租车|19.01|
|4|滴滴|拼车|特价拼车|15.23-16.64|
|5|滴滴|拼车|极速拼车|11.24-12.59|
|6|滴滴|特价|花小猪外接版|16.09|
|7|滴滴|特价|惊喜特价|18.85|
|8|滴滴|快速|曹操出行|23.61|
|9|滴滴|快速|出租车|25.06|
|10|滴滴|快速|滴滴轻享|26.59|
|11|滴滴|快速|滴滴特快|28.17|
|12|滴滴|舒适|滴滴专车|43.21|
|13|滴滴|舒适|滴滴豪华车|44.06|
|14|滴滴|六座|六座专车|65.27|
|15|滴滴|六座|六座豪华车|66.99|",1，7,推荐|特惠快车，特价|惊喜特价,"[{""app"": ""无"", ""category"": ""特惠快车, 惊喜特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,"特惠快车, 惊喜特价拼车",无,无,无,"特惠快车, 惊喜特价","特惠快车, 惊喜特价",TRUE,,TRUE,0,,0,30,,1.252758741,30,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-272B-Instruct,从寒山寺叫个六座专车去苏州园林，车型随意。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|28.28|
|1|滴滴|推荐|特惠快车|29.00|
|2|滴滴|推荐|滴滴快车|31.45|
|3|滴滴|拼车|特价拼车|25.98-27.69|
|4|滴滴|拼车|极速拼车|26.22-27.93|
|5|滴滴|特价|花小猪外接版|31.99|
|6|滴滴|快速|曹操出行|47.16|
|7|滴滴|快速|出租车|48.22|
|8|滴滴|快速|滴滴轻享|49.40|
|9|滴滴|舒适|滴滴专车|69.31|
|10|滴滴|舒适|滴滴豪华车|70.50|
|11|滴滴|六座|六座专车|109.10|",11,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,六座专车,无,无,无,六座专车,六座专车,FALSE,,FALSE,0,,0,0,,1.107201576,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-273B-Instruct,预约一辆六座专车去兵马俑景区，费用不超过130元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|28.42|
|1|滴滴|推荐|特惠快车|29.69|
|2|滴滴|推荐|滴滴快车|31.12|
|3|滴滴|拼车|特价拼车|27.48-28.94|
|4|滴滴|特价|花小猪外接版|35.40|
|5|滴滴|快速|曹操出行|48.71|
|6|滴滴|快速|出租车|50.80|
|7|滴滴|快速|滴滴轻享|54.28|
|8|滴滴|舒适|滴滴专车|80.68|
|9|滴滴|舒适|滴滴豪华车|80.94|
|10|滴滴|六座|六座专车|128.81|",10,六座|六座专车,"[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 80, ""fast"": False}]",无,,无,六座专车,无,无,无,六座专车,六座专车,TRUE,,TRUE,0,,0,80,130,1.128719568,130,"直接命中车小类关键字但answer中没有或错误,直接命中价格关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-274B-Instruct,从橘子洲头到黄花机场，要极速拼车，司机尽快来接。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|17.37|
|1|滴滴|推荐|特惠快车|18.36|
|2|滴滴|推荐|滴滴快车|19.33|
|3|滴滴|拼车|特价拼车|19.35-20.62|
|4|滴滴|拼车|极速拼车|25.21-26.58|
|5|滴滴|特价|花小猪外接版|24.57|
|6|滴滴|特价|惊喜特价|27.19|
|7|滴滴|快速|曹操出行|43.06|
|8|滴滴|快速|出租车|43.16|
|9|滴滴|快速|滴滴轻享|43.26|
|10|滴滴|舒适|滴滴专车|47.56|
|11|滴滴|六座|六座专车|76.75|",4,拼车|极速拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",无,,无,拼车,无,无,无,极速拼车,极速拼车,FALSE,,FALSE,0,,0,0,,1.056829929,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-275B-Instruct,从青岛五四广场到崂山风景区，叫辆滴滴豪华车，越快越好。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.67|
|1|滴滴|推荐|特惠快车|26.98|
|2|滴滴|推荐|滴滴快车|27.75|
|3|滴滴|推荐|特快出租车|30.13|
|4|滴滴|拼车|特价拼车|29.29-30.81|
|5|滴滴|拼车|极速拼车|34.77-36.56|
|6|滴滴|特价|花小猪外接版|33.05|
|7|滴滴|快速|曹操出行|59.61|
|8|滴滴|快速|出租车|59.75|
|9|滴滴|快速|滴滴轻享|61.14|
|10|滴滴|快速|滴滴特快|62.59|
|11|滴滴|舒适|滴滴专车|85.85|
|12|滴滴|舒适|滴滴豪华车|87.57|
|13|滴滴|六座|六座专车|109.57|
|14|滴滴|六座|六座豪华车|112.29|",12，14,舒适|滴滴豪华车，六座|六座豪华车,"[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": True}]",滴滴,,滴滴,豪华车,无,无,无,滴滴豪华车，六座豪华车,滴滴豪华车，六座豪华车,FALSE,,FALSE,0,,0,0,,1.066643715,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-277B-Instruct,叫辆特惠快车从夫子庙到中山陵，预算30元以内，选个极速拼车也行。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|9.34|
|1|滴滴|推荐|特惠快车|11.69|
|2|滴滴|拼车|特价拼车|4.44-5.46|
|3|滴滴|拼车|极速拼车|5.24-6.27|
|4|滴滴|特价|花小猪外接版|11.38|
|5|滴滴|特价|惊喜特价|13.91|
|6|滴滴|快速|曹操出行|14.67|
|7|滴滴|快速|出租车|14.89|
|8|滴滴|快速|滴滴轻享|16.57|
|9|滴滴|快速|滴滴特快|17.52|
|10|滴滴|快速|滴滴优享|18.48|
|11|滴滴|舒适|滴滴专车|19.55|
|12|滴滴|舒适|滴滴豪华车|22.04|
|13|滴滴|六座|六座专车|35.06|
|14|滴滴|六座|六座豪华车|36.58|",1，3,推荐|特惠快车，拼车|极速拼车,"[{""app"": ""无"", ""category"": ""特惠快车, 极速拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,"特惠快车, 极速拼车",无,无,无,"特惠快车, 极速拼车","特惠快车, 极速拼车",TRUE,,TRUE,0,,0,30,,1.258265018,30,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-278B-Instruct,用特价拼车或曹操出行去金石滩，费用控制在80元以下。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.93|
|1|滴滴|推荐|特惠快车|26.32|
|2|滴滴|拼车|特价拼车|28.02-29.47|
|3|滴滴|特价|花小猪外接版|37.47|
|4|滴滴|快速|曹操出行|50.54|
|5|滴滴|快速|出租车|50.66|
|6|滴滴|快速|滴滴轻享|50.71|
|7|滴滴|快速|滴滴特快|51.35|
|8|滴滴|快速|滴滴优享|51.77|
|9|滴滴|快速|滴滴快车|51.80|
|10|滴滴|舒适|滴滴专车|73.50|
|11|滴滴|舒适|滴滴豪华车|75.07|
|12|滴滴|六座|六座专车|135.75|",2，4,拼车|特价拼车，快速|曹操出行,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""曹操出行"", ""price"": True, ""price_min"": 0, ""price_max"": 80, ""fast"": False}]",无,,无,特价拼车,无,无,曹操出行,特价拼车，曹操出行,特价拼车，曹操出行,TRUE,,TRUE,0,,0,80,,1.124013662,80,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-279B-Instruct,从哈尔滨中央大街到太阳岛公园，想坐滴滴豪华车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|22.08|
|1|滴滴|推荐|特惠快车|23.33|
|2|滴滴|推荐|滴滴快车|23.63|
|3|滴滴|推荐|特快出租车|24.20|
|4|滴滴|拼车|特价拼车|20.28-21.90|
|5|滴滴|特价|花小猪外接版|26.83|
|6|滴滴|特价|惊喜特价|29.16|
|7|滴滴|快速|曹操出行|32.26|
|8|滴滴|快速|出租车|32.77|
|9|滴滴|快速|滴滴轻享|34.09|
|10|滴滴|舒适|滴滴专车|54.49|
|11|滴滴|舒适|滴滴豪华车|58.76|
|12|滴滴|六座|六座专车|79.81|",11,舒适|滴滴豪华车,"[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,豪华车,无,无,无,滴滴豪华车,滴滴豪华车,FALSE,,FALSE,0,,0,0,,1.076991081,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-282B-Instruct,从虹桥火车站到外滩，约一辆滴滴豪华车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|4.77|
|1|滴滴|推荐|特惠快车|6.71|
|2|滴滴|拼车|特价拼车|6.20-8.15|
|3|滴滴|特价|花小猪外接版|4.81|
|4|滴滴|特价|惊喜特价|9.97|
|5|滴滴|特价|特惠快车|10.27|
|6|滴滴|快速|曹操出行|8.83|
|7|滴滴|快速|出租车|11.89|
|8|滴滴|快速|滴滴轻享|11.91|
|9|滴滴|快速|滴滴特快|11.92|
|10|滴滴|快速|滴滴优享|13.96|
|11|滴滴|舒适|滴滴专车|15.42|
|12|滴滴|舒适|滴滴豪华车|17.09|
|13|滴滴|六座|六座专车|23.30|
|14|滴滴|六座|六座豪华车|25.79|",12，14,舒适|滴滴豪华车，六座|六座豪华车,"[{""app"": ""滴滴"", ""category"": ""豪华车, 舒适型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,"豪华车, 舒适型",无,无,无,滴滴豪华车，六座豪华车,滴滴豪华车，六座豪华车,FALSE,,FALSE,0,,0,0,,1.192059994,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-283B-Instruct,从珠海渔女雕像到长隆海洋王国，打一辆滴滴专车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|9.69|
|1|滴滴|推荐|特惠快车|10.03|
|2|滴滴|推荐|滴滴快车|11.87|
|3|滴滴|推荐|特快出租车|12.41|
|4|滴滴|拼车|特价拼车|12.74-14.48|
|5|滴滴|拼车|极速拼车|12.41-13.46|
|6|滴滴|特价|花小猪外接版|13.55|
|7|滴滴|快速|曹操出行|22.45|
|8|滴滴|快速|出租车|23.02|
|9|滴滴|快速|滴滴轻享|23.24|
|10|滴滴|快速|滴滴特快|24.27|
|11|滴滴|舒适|滴滴专车|30.47|
|12|滴滴|舒适|滴滴豪华车|31.00|
|13|滴滴|六座|六座专车|54.53|",11，13,舒适|滴滴专车，六座|六座专车,"[{""app"": ""滴滴"", ""category"": ""舒适型的专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,舒适型的专车,无,无,无,滴滴专车，六座专车,滴滴专车，六座专车,FALSE,,FALSE,0,,0,0,,1.104799509,0,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
Qwen2.5-284B-Instruct,从南市出发，用特惠快车或特价拼车去天津古文化街。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.43|
|1|滴滴|推荐|特惠快车|19.40|
|2|滴滴|推荐|滴滴快车|20.07|
|3|滴滴|拼车|特价拼车|17.87-18.97|
|4|滴滴|特价|花小猪外接版|21.13|
|5|滴滴|特价|惊喜特价|21.44|
|6|滴滴|快速|曹操出行|30.14|
|7|滴滴|快速|出租车|32.90|
|8|滴滴|快速|滴滴轻享|33.09|
|9|滴滴|快速|滴滴特快|34.30|
|10|滴滴|快速|滴滴优享|35.94|
|11|滴滴|舒适|滴滴专车|52.51|
|12|滴滴|舒适|滴滴豪华车|55.56|
|13|滴滴|六座|六座专车|67.02|",1，3,推荐|特惠快车，拼车|特价拼车,"[{""app"": ""曹操出行"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",曹操出行,无,无,无,,无,曹操出行,特惠快车，特价拼车,特惠快车，特价拼车,FALSE,,FALSE,0,,0,0,,1.889278173,0,"直接命中车小类关键字但answer中没有或错误,其他",query中没有app,陆迎,
Qwen2.5-286B-Instruct,用六座专车或特价拼车从滇池到石林景区，预算86元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.05|
|1|滴滴|推荐|特惠快车|19.02|
|2|滴滴|推荐|滴滴快车|21.09|
|3|滴滴|推荐|特快出租车|21.87|
|4|滴滴|拼车|特价拼车|21.84-22.99|
|5|滴滴|特价|花小猪外接版|29.27|
|6|滴滴|特价|惊喜特价|33.57|
|7|滴滴|快速|曹操出行|45.88|
|8|滴滴|快速|出租车|46.11|
|9|滴滴|快速|滴滴轻享|46.66|
|10|滴滴|快速|滴滴特快|46.73|
|11|滴滴|快速|滴滴优享|47.40|
|12|滴滴|舒适|滴滴专车|68.86|
|13|滴滴|舒适|滴滴豪华车|70.10|
|14|滴滴|六座|六座专车|85.37|",14，4,六座|六座专车，拼车|特价拼车,"[{""app"": ""无"", ""category"": ""六座专车, 特价拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 80, ""fast"": False}]",无,,无,"六座专车, 特价拼车",无,无,无,"六座专车, 特价拼车","六座专车, 特价拼车",TRUE,,TRUE,0,,0,80,86,1.258426905,86,"直接命中车小类关键字但answer中没有或错误,直接命中价格关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,
