model,query,appname,车辆候选列表,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格下限.1,think_time,问题,备注,标注人,_vehicle_pairs,_history,_query,_gt_category,_gt_mode
Qwen2.5-32B-Instruct,打车去白石龙地铁站，选择20元以下的车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|11.7-14.3|
|1|推荐|滴滴快车|13.7|
|2|推荐|宽敞好车|16.0|
|3|推荐|花小猪正价版|12.5|
|4|推荐|特惠快车|12.5|
|5|推荐|曹操出行|16.2|
|6|特价|花小猪外接版|11.1|
|7|快速|滴滴特快|16.3|
|8|快速|如祺出行|18.5|
|9|快速|出租车|19.7|
|10|快速|滴滴轻享|25.0|
|11|舒适|滴滴专车|22.1|
|12|舒适|滴滴豪华车|87.7|
|13|六座|六座专车|38.8|
|14|六座|六座豪华车|208.0|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,20,,20,1.077053547,,,万晓蓉,"[{'六座专车': '38.8'}, {'六座豪华车': '208.0'}, {'出租车': '19.7'}, {'如祺出行': '18.5'}, {'宽敞好车': '16.0'}, {'曹操出行': '16.2'}, {'极速拼车': '11.7-14.3'}, {'滴滴专车': '22.1'}, {'滴滴快车': '13.7'}, {'滴滴特快': '16.3'}, {'滴滴豪华车': '87.7'}, {'滴滴轻享': '25.0'}, {'特惠快车': '12.5'}, {'花小猪外接版': '11.1'}, {'花小猪正价版': '12.5'}]",,打车去白石龙地铁站，选择20元以下的车型,,
Qwen2.5-32B-Instruct,打车去上芬地铁站，车型选择阳光出行和曹操出行,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|16.9-27.0|
|1||特惠快车|18.5-26.5|
|2|经济型|及时用车|20|
|3|经济型|5U出行|20|
|4|经济型|曹操出行|21|
|5|经济型|东潮出行|21|
|6|经济型|中交出行|23|
|7|经济型|神州专车|23|
|8|经济型|全民GO|23|
|9|经济型|如祺出行|25|
|10|经济型|T3出行|25|
|11|经济型|900出行|25|
|12|经济型|妥妥E行|26|
|13|经济型|中军出行|26|
|14|经济型|斑马快跑|27|
|15|经济型|飞嘀打车|27|
|16|经济型|首汽约车|28|
|17|经济型|阳光出行|29|
|18|经济型|享道出行|31|
|19|经济型|聚的新出租|44|
|20|经济型|深圳出租|44|
|21|特快车|undefined|37|
|22|出租车|undefined||
|23|惠享专车|undefined|33-38|
|24|优享型|中交出行|26|
|25|优享型|曹操出行|28|
|26|优享型|神州专车|28|
|27|优享型|东潮出行|29|
|28|优享型|飞嘀打车|31|
|29|优享型|斑马快跑|31|
|30|优享型|全民GO|32|
|31|优享型|妥妥E行|33|
|32|优享型|及时用车|34|
|33|优享型|享道出行|34|
|34|优享型|阳光出行|36|
|35|优享型|首汽约车|39|
|36|优享型|T3出行|39|
|37|轻享专车|undefined|38|
|38|六座商务|undefined|72-82|
|39|豪华型|undefined|80-89|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行, 曹操出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,"阳光出行, 曹操出行",,"阳光出行, 曹操出行",False,,False,0,,0,0,,0,1.145796776,,,万晓蓉,"[{'5U出行': '20'}, {'900出行': '25'}, {'T3出行': '25'}, {'T3出行': '39'}, {'undefined': '33-38'}, {'undefined': '37'}, {'undefined': '38'}, {'undefined': '72-82'}, {'undefined': '80-89'}, {'东潮出行': '21'}, {'东潮出行': '29'}, {'中交出行': '23'}, {'中交出行': '26'}, {'中军出行': '26'}, {'享道出行': '31'}, {'享道出行': '34'}, {'全民GO': '23'}, {'全民GO': '32'}, {'及时用车': '20'}, {'及时用车': '34'}, {'如祺出行': '25'}, {'妥妥E行': '26'}, {'妥妥E行': '33'}, {'斑马快跑': '27'}, {'斑马快跑': '31'}, {'曹操出行': '21'}, {'曹操出行': '28'}, {'深圳出租': '44'}, {'神州专车': '23'}, {'神州专车': '28'}, {'聚的新出租': '44'}, {'阳光出行': '29'}, {'阳光出行': '36'}, {'飞嘀打车': '27'}, {'飞嘀打车': '31'}, {'首汽约车': '28'}, {'首汽约车': '39'}]",,打车去上芬地铁站，车型选择阳光出行和曹操出行,,
Qwen2.5-32B-Instruct,打车去深圳东站，只打舒适车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|17.2-23.8|
|1|null|特惠快车|20.7|
|2|null|六座专车|62.9|
|3|null|六座豪华车|171.3|
|4|null|花小猪外接版|14.3|
|5|null|花小猪正价版|17.4|
|6|null|曹操出行|18.0|
|7|null|如祺出行|19.3|
|8|null|滴滴快车|23.8|
|9|null|宽敞好车|26.1|
|10|null|滴滴特快|25.9|
|11|null|滴滴轻享|32.7|
|12|null|出租车|38.3|
|13|null|滴滴专车|38.6|
|14|null|滴滴豪华车|93.8|","[{""app"": ""无"", ""category"": ""舒适车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适车,无,无,无,,无,False,,False,0,,0,0,,0,1.056992054,answer下的车型必须存在于“车辆候选列表”,,万晓蓉,"[{'六座专车': '62.9'}, {'六座豪华车': '171.3'}, {'出租车': '38.3'}, {'如祺出行': '19.3'}, {'宽敞好车': '26.1'}, {'曹操出行': '18.0'}, {'极速拼车': '17.2-23.8'}, {'滴滴专车': '38.6'}, {'滴滴快车': '23.8'}, {'滴滴特快': '25.9'}, {'滴滴豪华车': '93.8'}, {'滴滴轻享': '32.7'}, {'特惠快车': '20.7'}, {'花小猪外接版': '14.3'}, {'花小猪正价版': '17.4'}]",,打车去深圳东站，只打舒适车,无,
Qwen2.5-32B-Instruct,打车去梅村，选择快速车和舒适车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|5.7-6.4|
|1|推荐|特惠快车|6.3|
|2|特价|花小猪外接版|5.3|
|3|快速|花小猪正价版|5.5|
|4|快速|滴滴快车|6.4|
|5|快速|宽敞好车|8.7|
|6|快速|出租车|6.4|
|7|快速|滴滴特快|6.9|
|8|快速|曹操出行|7.0|
|9|快速|如祺出行|7.2|
|10|快速|滴滴轻享|13.6|
|11|舒适|滴滴专车|11.7|
|12|舒适|滴滴豪华车|73.0|
|13|六座|六座专车|20.7|
|14|六座|六座豪华车|151.2|","[{""app"": ""无"", ""category"": ""快速车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 舒适车型",快速，舒适,快速，舒适,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.174445868,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'六座专车': '20.7'}, {'六座豪华车': '151.2'}, {'出租车': '6.4'}, {'如祺出行': '7.2'}, {'宽敞好车': '8.7'}, {'曹操出行': '7.0'}, {'极速拼车': '5.7-6.4'}, {'滴滴专车': '11.7'}, {'滴滴快车': '6.4'}, {'滴滴特快': '6.9'}, {'滴滴豪华车': '73.0'}, {'滴滴轻享': '13.6'}, {'特惠快车': '6.3'}, {'花小猪外接版': '5.3'}, {'花小猪正价版': '5.5'}]",,打车去梅村，选择快速车和舒适车型,快速，舒适,特惠快车
Qwen2.5-32B-Instruct,打车去洪浪北站，勾选特价车和六座车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|21.1-31.4|
|1|推荐|特惠快车|29.3|
|2|特价|花小猪外接版|18.6|
|3|快速|花小猪正价版|22.6|
|4|快速|如祺出行|24.5|
|5|快速|曹操出行|26.8|
|6|快速|滴滴快车|31.4|
|7|快速|宽敞好车|33.6|
|8|快速|滴滴特快|34.9|
|9|快速|滴滴轻享|40.0|
|10|快速|出租车|52.0|
|11|舒适|滴滴专车|50.3|
|12|舒适|滴滴豪华车|126.8|
|13|六座|六座专车|78.3|
|14|六座|六座豪华车|252.9|","[{""app"": ""无"", ""category"": ""特价车, 六座车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特价车, 六座车型",特价，六座,特价，六座,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.164959908,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'六座专车': '78.3'}, {'六座豪华车': '252.9'}, {'出租车': '52.0'}, {'如祺出行': '24.5'}, {'宽敞好车': '33.6'}, {'曹操出行': '26.8'}, {'极速拼车': '21.1-31.4'}, {'滴滴专车': '50.3'}, {'滴滴快车': '31.4'}, {'滴滴特快': '34.9'}, {'滴滴豪华车': '126.8'}, {'滴滴轻享': '40.0'}, {'特惠快车': '29.3'}, {'花小猪外接版': '18.6'}, {'花小猪正价版': '22.6'}]",,打车去洪浪北站，勾选特价车和六座车型,特价，六座,特惠快车
Qwen2.5-32B-Instruct,打车去先科花园，勾选快速车、特价车、舒适车型,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|5.7-6.4|
|1|推荐|出租车|5.0|
|2|推荐|特惠快车|6.3|
|3|特价|花小猪外接版|5.3|
|4|快速|花小猪正价版|5.5|
|5|快速|滴滴快车|6.4|
|6|快速|宽敞好车|8.7|
|7|快速|滴滴特快|6.9|
|8|快速|曹操出行|6.9|
|9|快速|如祺出行|7.2|
|10|快速|滴滴轻享|13.6|
|11|舒适|滴滴专车|10.5|
|12|舒适|滴滴豪华车|68.6|
|13|六座|六座专车|15.2|
|14|六座|六座豪华车|151.2|","[{""app"": ""无"", ""category"": ""快速车, 特价车, 舒适车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 特价车, 舒适车型",特价，快速，舒适,特价，快速，舒适,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.257679701,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'六座专车': '15.2'}, {'六座豪华车': '151.2'}, {'出租车': '5.0'}, {'如祺出行': '7.2'}, {'宽敞好车': '8.7'}, {'曹操出行': '6.9'}, {'极速拼车': '5.7-6.4'}, {'滴滴专车': '10.5'}, {'滴滴快车': '6.4'}, {'滴滴特快': '6.9'}, {'滴滴豪华车': '68.6'}, {'滴滴轻享': '13.6'}, {'特惠快车': '6.3'}, {'花小猪外接版': '5.3'}, {'花小猪正价版': '5.5'}]",,打车去先科花园，勾选快速车、特价车、舒适车型,特价，快速，舒适,特惠快车
Qwen2.5-32B-Instruct,打车去上芬地铁站，车型选择滴滴快车和滴滴特快,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|20.5-25.4|
|1|null|特惠快车|21.9|
|2|null|六座专车|51.8|
|3|null|六座豪华车|219.3|
|4|null|花小猪外接版|14.2|
|5|null|曹操出行|10.8|
|6|null|花小猪正价版|17.2|
|7|null|如祺出行|18.3|
|8|null|滴滴快车|25.4|
|9|null|宽敞好车|27.7|
|10|null|滴滴特快|27.9|
|11|null|出租车|31.9|
|12|null|滴滴轻享|34.3|
|13|null|滴滴专车|37.4|
|14|null|滴滴豪华车|104.4|","[{""app"": ""滴滴"", ""category"": ""快车, 特快"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,"快车, 特快",无,无,无,滴滴快车，滴滴特快,滴滴快车，滴滴特快,False,,False,0,,0,0,,0,1.170618534,直接命中车小类关键字但answer中没有或错误,,万晓蓉,"[{'六座专车': '51.8'}, {'六座豪华车': '219.3'}, {'出租车': '31.9'}, {'如祺出行': '18.3'}, {'宽敞好车': '27.7'}, {'曹操出行': '10.8'}, {'极速拼车': '20.5-25.4'}, {'滴滴专车': '37.4'}, {'滴滴快车': '25.4'}, {'滴滴特快': '27.9'}, {'滴滴豪华车': '104.4'}, {'滴滴轻享': '34.3'}, {'特惠快车': '21.9'}, {'花小猪外接版': '14.2'}, {'花小猪正价版': '17.2'}]",,打车去上芬地铁站，车型选择滴滴快车和滴滴特快,无,滴滴快车，滴滴特快
Qwen2.5-32B-Instruct,打车去虎门站，打舒适车和滴滴快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|120.3|
|1|null|特惠快车|110.9|
|2|null|滴滴特快|159.2|
|3|null|花小猪外接版|93.9|
|4|null|如祺出行|106.3|
|5|null|花小猪正价版|111.0|
|6|null|曹操出行|114.5|
|7|null|滴滴快车|140.8|
|8|null|宽敞好车|144.2|
|9|null|滴滴轻享|171.4|
|10|null|出租车|245.6|
|11|null|滴滴专车|209.7|
|12|null|滴滴豪华车|479.6|
|13|null|六座专车|337.3|
|14|null|六座豪华车|777.6|","[{""app"": ""滴滴"", ""category"": ""舒适车, 快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,"舒适车, 快车",无,无,无,滴滴快车,滴滴快车,False,,False,0,,0,0,,0,1.18061471,直接命中车小类关键字但answer中没有或错误,,万晓蓉,"[{'六座专车': '337.3'}, {'六座豪华车': '777.6'}, {'出租车': '245.6'}, {'如祺出行': '106.3'}, {'宽敞好车': '144.2'}, {'曹操出行': '114.5'}, {'极速拼车': '120.3'}, {'滴滴专车': '209.7'}, {'滴滴快车': '140.8'}, {'滴滴特快': '159.2'}, {'滴滴豪华车': '479.6'}, {'滴滴轻享': '171.4'}, {'特惠快车': '110.9'}, {'花小猪外接版': '93.9'}, {'花小猪正价版': '111.0'}]",,打车去虎门站，打舒适车和滴滴快车,无,滴滴快车
Qwen2.5-32B-Instruct,打车去深圳会展中心，打快速车和六座专车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|推荐|极速拼车|12.6-15.1|
|1|推荐|特惠快车|13.6|
|2|推荐|滴滴快车|15.1|
|3|推荐|宽敞好车|17.4|
|4|推荐|滴滴特快|16.9|
|5|推荐|六座专车|45.6|
|6|特价|花小猪外接版|9.2|
|7|快速|曹操出行|9.1|
|8|快速|如祺出行|9.7|
|9|快速|花小猪正价版|10.2|
|10|快速|出租车|20.1|
|11|快速|滴滴轻享|25.9|
|12|舒适|滴滴专车|26.1|
|13|舒适|滴滴豪华车|84.9|
|14|六座|六座豪华车|191.3|","[{""app"": ""无"", ""category"": ""快速车, 六座专车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"快速车, 六座专车","快速, 六座","快速, 六座",无,"特惠快车,滴滴快车,滴滴特快","特惠快车,滴滴快车,滴滴特快",False,,False,0,,0,0,,0,1.193114042,直接命中车大类关键字但answer中没有或错误,,唐楠,"[{'六座专车': '45.6'}, {'六座豪华车': '191.3'}, {'出租车': '20.1'}, {'如祺出行': '9.7'}, {'宽敞好车': '17.4'}, {'曹操出行': '9.1'}, {'极速拼车': '12.6-15.1'}, {'滴滴专车': '26.1'}, {'滴滴快车': '15.1'}, {'滴滴特快': '16.9'}, {'滴滴豪华车': '84.9'}, {'滴滴轻享': '25.9'}, {'特惠快车': '13.6'}, {'花小猪外接版': '9.2'}, {'花小猪正价版': '10.2'}]",,打车去深圳会展中心，打快速车和六座专车,"快速, 六座","特惠快车,滴滴快车,滴滴特快"
Qwen2.5-32B-Instruct,打车去宝安机场，打特价车和特惠快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|46.3|
|1|null|特惠快车|51.8|
|2|null|滴滴特快|69.9|
|3|null|花小猪外接版|40.5|
|4|null|曹操出行|45.0|
|5|null|花小猪正价版|48.2|
|6|null|如祺出行|48.7|
|7|null|滴滴快车|56.3|
|8|null|宽敞好车|59.7|
|9|null|滴滴轻享|76.8|
|10|null|出租车|96.0|
|11|null|滴滴专车|102.8|
|12|null|滴滴豪华车|252.9|
|13|null|六座专车|161.8|
|14|null|六座豪华车|427.5|","[{""app"": ""无"", ""category"": ""特价车, 特惠快车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"特价车, 特惠快车",无,无,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.170402765,直接命中车小类关键字但answer中没有或错误,,唐楠,"[{'六座专车': '161.8'}, {'六座豪华车': '427.5'}, {'出租车': '96.0'}, {'如祺出行': '48.7'}, {'宽敞好车': '59.7'}, {'曹操出行': '45.0'}, {'极速拼车': '46.3'}, {'滴滴专车': '102.8'}, {'滴滴快车': '56.3'}, {'滴滴特快': '69.9'}, {'滴滴豪华车': '252.9'}, {'滴滴轻享': '76.8'}, {'特惠快车': '51.8'}, {'花小猪外接版': '40.5'}, {'花小猪正价版': '48.2'}]",,打车去宝安机场，打特价车和特惠快车,无,特惠快车
Qwen2.5-32B-Instruct,打车去深圳北站，只打20元以内的滴滴快车,滴滴,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|11.8-14.2|
|1|null|特惠快车|13.0|
|2|null|六座专车|45.6|
|3|null|六座豪华车|193.3|
|4|null|花小猪外接版|9.0|
|5|null|曹操出行|8.4|
|6|null|花小猪正价版|9.9|
|7|null|如祺出行|12.8|
|8|null|滴滴快车|14.3|
|9|null|宽敞好车|16.5|
|10|null|滴滴特快|15.9|
|11|null|出租车|20.7|
|12|null|滴滴轻享|22.6|
|13|null|滴滴专车|23.6|
|14|null|滴滴豪华车|88.2|","[{""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",滴滴,,滴滴,快车,无,无,无,"滴滴快车,特惠快车","滴滴快车,特惠快车",True,,True,0,,0,20,,20,1.076292038,直接命中车小类关键字但answer中没有或错误,,唐楠,"[{'六座专车': '45.6'}, {'六座豪华车': '193.3'}, {'出租车': '20.7'}, {'如祺出行': '12.8'}, {'宽敞好车': '16.5'}, {'曹操出行': '8.4'}, {'极速拼车': '11.8-14.2'}, {'滴滴专车': '23.6'}, {'滴滴快车': '14.3'}, {'滴滴特快': '15.9'}, {'滴滴豪华车': '88.2'}, {'滴滴轻享': '22.6'}, {'特惠快车': '13.0'}, {'花小猪外接版': '9.0'}, {'花小猪正价版': '9.9'}]",,打车去深圳北站，只打20元以内的滴滴快车,无,"滴滴快车,特惠快车"
Qwen2.5-32B-Instruct,打车去梅村，选30元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.4-11.0|
|1|null|特惠快车|4.5-12.7|
|2|经济型|聚的新出租|6|
|3|经济型|深圳出租|6|
|4|经济型|妥妥E行|6|
|5|经济型|全民GO|6|
|6|经济型|中交出行|7|
|7|经济型|5U出行|8|
|8|经济型|曹操出行|9|
|9|经济型|T3出行|9|
|10|经济型|及时用车|9|
|11|经济型|神州专车|9|
|12|经济型|东潮出行|9|
|13|经济型|阳光出行|9|
|14|经济型|享道出行|10|
|15|经济型|900出行|10|
|16|经济型|首汽约车|11|
|17|经济型|飞嘀打车|11|
|18|经济型|如祺出行|12|
|19|经济型|斑马快跑|14|
|20|特快车|undefined|14|
|21|出租车|undefined| |
|22|优享型|中交出行|8|
|23|优享型|东潮出行|10|
|24|优享型|及时用车|10|
|25|优享型|全民GO|10|
|26|优享型|神州专车|10|
|27|优享型|妥妥E行|10|
|28|优享型|阳光出行|11|
|29|优享型|飞嘀打车|12|
|30|优享型|首汽约车|12|
|31|优享型|享道出行|13|
|32|优享型|曹操出行|13|
|33|优享型|斑马快跑|16|
|34|轻享专车|undefined|9-11|
|35|六座商务|undefined|19-32|
|36|豪华型|undefined|25-38|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,30,,30,100000,,100000,1.168402195,,"不看价格,不限车型",唐楠,"[{'5U出行': '8'}, {'900出行': '10'}, {'T3出行': '9'}, {'undefined': '14'}, {'undefined': '19-32'}, {'undefined': '25-38'}, {'undefined': '9-11'}, {'东潮出行': '10'}, {'东潮出行': '9'}, {'中交出行': '7'}, {'中交出行': '8'}, {'享道出行': '10'}, {'享道出行': '13'}, {'全民GO': '10'}, {'全民GO': '6'}, {'及时用车': '10'}, {'及时用车': '9'}, {'如祺出行': '12'}, {'妥妥E行': '10'}, {'妥妥E行': '6'}, {'斑马快跑': '14'}, {'斑马快跑': '16'}, {'曹操出行': '13'}, {'曹操出行': '9'}, {'极速拼车': '5.4-11.0'}, {'深圳出租': '6'}, {'特惠快车': '4.5-12.7'}, {'神州专车': '10'}, {'神州专车': '9'}, {'聚的新出租': '6'}, {'阳光出行': '11'}, {'阳光出行': '9'}, {'飞嘀打车': '11'}, {'飞嘀打车': '12'}, {'首汽约车': '11'}, {'首汽约车': '12'}]",,打车去梅村，选30元以上的车型,,
Qwen2.5-32B-Instruct,打车去新莲大厦，选10元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|极速拼车|5.5-11.0|
|1|null|特惠快车|4.5-12.5|
|2|经济型|妥妥E行|6|
|3|经济型|全民GO|7|
|4|经济型|中交出行|8|
|5|经济型|曹操出行|8|
|6|经济型|5U出行|9|
|7|经济型|T3出行|9|
|8|经济型|及时用车|9|
|9|经济型|神州专车|10|
|10|经济型|东潮出行|10|
|11|经济型|享道出行|10|
|12|经济型|阳光出行|10|
|13|经济型|聚的新出租|10|
|14|经济型|深圳出租|10|
|15|经济型|首汽约车|11|
|16|经济型|飞嘀打车|11|
|17|经济型|如祺出行|11|
|18|经济型|斑马快跑|14|
|19|特快车|undefined|14|
|20|出租车|undefined| |
|21|优享型|T3出行|10|
|22|优享型|全民GO|10|
|23|优享型|妥妥E行|10|
|24|优享型|及时用车|10|
|25|优享型|曹操出行|11|
|26|优享型|飞嘀打车|12|
|27|优享型|阳光出行|12|
|28|优享型|首汽约车|12|
|29|优享型|享道出行|13|
|30|优享型|斑马快跑|16|
|31|轻享专车|undefined|9-11|
|32|六座商务|undefined|20-39|
|33|豪华型|undefined|26-42|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 10, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,10,,10,100000,,100000,1.155826807,,"不看价格,不限车型",唐楠,"[{'5U出行': '9'}, {'T3出行': '10'}, {'T3出行': '9'}, {'undefined': '14'}, {'undefined': '20-39'}, {'undefined': '26-42'}, {'undefined': '9-11'}, {'东潮出行': '10'}, {'中交出行': '8'}, {'享道出行': '10'}, {'享道出行': '13'}, {'全民GO': '10'}, {'全民GO': '7'}, {'及时用车': '10'}, {'及时用车': '9'}, {'如祺出行': '11'}, {'妥妥E行': '10'}, {'妥妥E行': '6'}, {'斑马快跑': '14'}, {'斑马快跑': '16'}, {'曹操出行': '11'}, {'曹操出行': '8'}, {'极速拼车': '5.5-11.0'}, {'深圳出租': '10'}, {'特惠快车': '4.5-12.5'}, {'神州专车': '10'}, {'聚的新出租': '10'}, {'阳光出行': '10'}, {'阳光出行': '12'}, {'飞嘀打车': '11'}, {'飞嘀打车': '12'}, {'首汽约车': '11'}, {'首汽约车': '12'}]",,打车去新莲大厦，选10元以上的车型,,
Qwen2.5-32B-Instruct,打车去阿里中心，选最贵的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0|null|轻享专车|45-61|
|1|null|极速拼车|19.5-32.0|
|2|null|特惠快车|23.5-26.9|
|3|经济型|神州专车|24|
|4|经济型|T3出行|25|
|5|经济型|中军出行|27|
|6|经济型|飞嘀打车|27|
|7|经济型|900出行|27|
|8|经济型|5U出行|27|
|9|经济型|中交出行|27|
|10|经济型|妥妥E行|28|
|11|经济型|全民GO|28|
|12|经济型|东潮出行|29|
|13|经济型|曹操出行|30|
|14|经济型|如祺出行|30|
|15|经济型|斑马快跑|31|
|16|经济型|及时用车|31|
|17|经济型|享道出行|34|
|18|经济型|首汽约车|36|
|19|经济型|阳光出行|46|
|20|经济型|聚的新出租|55|
|21|经济型|深圳出租|55|
|22|特快车|undefined|44|
|23|出租车|undefined| |
|24|优享型|中交出行|33|
|25|优享型|神州专车|35|
|26|优享型|东潮出行|35|
|27|优享型|斑马快跑|37|
|28|优享型|全民GO|38|
|29|优享型|飞嘀打车|38|
|30|优享型|妥妥E行|39|
|31|优享型|及时用车|40|
|32|优享型|曹操出行|41|
|33|优享型|T3出行|44|
|34|优享型|享道出行|45|
|35|优享型|首汽约车|46|
|36|优享型|阳光出行|51|
|37|六座商务|undefined|89-116|
|38|豪华型|undefined|101-107|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": -1, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,-1,,-1,1.053616047,,"不看价格,不限车型",唐楠,"[{'5U出行': '27'}, {'900出行': '27'}, {'T3出行': '25'}, {'T3出行': '44'}, {'undefined': '101-107'}, {'undefined': '44'}, {'undefined': '89-116'}, {'东潮出行': '29'}, {'东潮出行': '35'}, {'中交出行': '27'}, {'中交出行': '33'}, {'中军出行': '27'}, {'享道出行': '34'}, {'享道出行': '45'}, {'全民GO': '28'}, {'全民GO': '38'}, {'及时用车': '31'}, {'及时用车': '40'}, {'如祺出行': '30'}, {'妥妥E行': '28'}, {'妥妥E行': '39'}, {'斑马快跑': '31'}, {'斑马快跑': '37'}, {'曹操出行': '30'}, {'曹操出行': '41'}, {'极速拼车': '19.5-32.0'}, {'深圳出租': '55'}, {'特惠快车': '23.5-26.9'}, {'神州专车': '24'}, {'神州专车': '35'}, {'聚的新出租': '55'}, {'轻享专车': '45-61'}, {'阳光出行': '46'}, {'阳光出行': '51'}, {'飞嘀打车': '27'}, {'飞嘀打车': '38'}, {'首汽约车': '36'}, {'首汽约车': '46'}]",,打车去阿里中心，选最贵的车型,,
