model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,category（车大类）,正确答案.1,mode（车小类）,正确答案.2,price,正确答案.3,price_min,正确答案.4,price_max,正确答案.5,think_time,问题,备注,标注人,车型组合
Qwen2.5-32B-Instruct,"

选鞍马出行去大梅沙海滨公园，价格不超过79元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|38-41|
|1|高德地图|     |特惠快车|42-42|
|2|高德地图|经济型|腾飞出行|46|
|3|高德地图|经济型|中军出行|46|
|4|高德地图|经济型|星徽出行|46|
|5|高德地图|经济型|神州专车|47|
|6|高德地图|经济型|东潮出行|47|
|7|高德地图|经济型|北京的士|47|
|8|高德地图|经济型|5U出行|47|
|9|高德地图|经济型|全民GO|48|
|10|高德地图|经济型|AA出行|48|
|11|高德地图|经济型|享道出行|48|
|12|高德地图|经济型|斑马快跑|48|
|13|高德地图|经济型|900出行|49|
|14|高德地图|经济型|首汽约车|49|
|15|高德地图|特快车|undefined|50|
|16|高德地图|出租车|undefined|57|
|17|高德地图|优享型|腾飞出行|61|
|18|高德地图|优享型|星徽出行|61|
|19|高德地图|优享型|旗妙出行|61|
|20|高德地图|优享型|全民GO|61|
|21|高德地图|优享型|AA出行|62|
|22|高德地图|优享型|风韵出行|62|
|23|高德地图|优享型|中交出行|62|
|24|高德地图|优享型|火箭出行|63|
|25|高德地图|优享型|阳光出行|63|
|26|高德地图|轻享专车|undefined|71|
|27|高德地图|品质专车|undefined|76|
|28|高德地图|六座商务|undefined|83|
|29|高德地图|豪华型|undefined|108-110|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马出行"", ""price"": True, ""price_min"": 0, ""price_max"": 79, ""fast"": False}]",无,,无,,鞍马出行,无,True,,0,,79,,1.138450623,answer下的车型必须存在于“车辆候选列表”,,王笑,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': 'AA出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'轻享专车': 'undefined'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '中军出行'}, {'优享型': '全民GO'}, {'经济型': '5U出行'}, {'优享型': '星徽出行'}, {'优享型': '阳光出行'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '腾飞出行'}, {'经济型': '神州专车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

打个特惠快车去观澜版画村，价格不超过69元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|16.12|
|1|滴滴|推荐|特惠快车|16.98|
|2|滴滴|推荐|滴滴快车|18.52|
|3|滴滴|拼车|特价拼车|22.25-23.57|
|4|滴滴|特价|花小猪外接版|21.83|
|5|滴滴|特价|惊喜特价|24.70|
|6|滴滴|快速|曹操出行|31.56|
|7|滴滴|快速|出租车|34.21|
|8|滴滴|快速|滴滴轻享|35.16|
|9|滴滴|快速|滴滴特快|36.98|
|10|滴滴|舒适|滴滴专车|44.87|
|11|滴滴|六座|六座专车|78.42|",1,推荐|特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 69, ""fast"": False}]",无,,特惠快车,无,无,特惠快车,True,,0,,69,,1.246551752,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'快速': '曹操出行'}, {'舒适': '滴滴专车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'快速': '滴滴特快'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'推荐': '花小猪正价版'}, {'快速': '出租车'}]"
Qwen2.5-32B-Instruct,"

打个特价拼车或鞍马出行到福田CBD，价格60以内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|51-52|
|1|高德地图|     |特惠快车|59-62|
|2|高德地图|经济型|腾飞出行|63|
|3|高德地图|经济型|星徽出行|63|
|4|高德地图|经济型|365约车|64|
|5|高德地图|经济型|东潮出行|64|
|6|高德地图|经济型|北京新出租|64|
|7|高德地图|经济型|5U出行|64|
|8|高德地图|经济型|妥妥E行|65|
|9|高德地图|经济型|AA出行|66|
|10|高德地图|经济型|享道出行|66|
|11|高德地图|经济型|斑马快跑|66|
|12|高德地图|经济型|900出行|66|
|13|高德地图|经济型|中交出行|66|
|14|高德地图|经济型|及时用车|66|
|15|高德地图|经济型|首汽约车|66|
|16|高德地图|经济型|飞嘀打车|67|
|17|高德地图|经济型|阳光出行|67|
|18|高德地图|特快车|undefined|71|
|19|高德地图|出租车|undefined|80|
|20|高德地图|优享型|东潮出行|84|
|21|高德地图|优享型|飞嘀打车|84|
|22|高德地图|优享型|妥妥E行|84|
|23|高德地图|优享型|斑马快跑|85|
|24|高德地图|优享型|T3出行|88|
|25|高德地图|优享型|阳光出行|88|
|26|高德地图|轻享专车|undefined|97|
|27|高德地图|品质专车|undefined|103|
|28|高德地图|六座商务|undefined|117|
|29|高德地图|豪华型|undefined|142-145|",0,   |极速拼车,"[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""鞍马出行"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,特价拼车,无,鞍马出行,极速拼车,True,,0,,30,60.0,1.155598879,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,王笑,"[{'经济型': '星徽出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '365约车'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '及时用车'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'优享型': 'T3出行'}, {'经济型': '北京新出租'}, {'优享型': '飞嘀打车'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

打腾飞出行或六座商务车到惠州国际会展中心，不超过98元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|37-37|
|1|高德地图|     |特惠快车|42-45|
|2|高德地图|经济型|T3出行|44|
|3|高德地图|经济型|中军出行|44|
|4|高德地图|经济型|神州专车|44|
|5|高德地图|经济型|斑马快跑|45|
|6|高德地图|经济型|900出行|45|
|7|高德地图|经济型|聚的新出租|45|
|8|高德地图|经济型|首汽约车|45|
|9|高德地图|经济型|365约车|45|
|10|高德地图|经济型|妥妥E行|45|
|11|高德地图|经济型|享道出行|45|
|12|高德地图|经济型|有序出行|46|
|13|高德地图|经济型|及时用车|46|
|14|高德地图|经济型|深圳出租|46|
|15|高德地图|经济型|如祺出行|46|
|16|高德地图|经济型|旗妙出行|47|
|17|高德地图|经济型|北京新出租|47|
|18|高德地图|经济型|5U出行|47|
|19|高德地图|经济型|AA出行|48|
|20|高德地图|经济型|曹操出行|48|
|21|高德地图|经济型|飞嘀打车|48|
|22|高德地图|特快车|undefined|51|
|23|高德地图|出租车|undefined|58|
|24|高德地图|优享型|腾飞出行|60|
|25|高德地图|优享型|神州专车|60|
|26|高德地图|优享型|东潮出行|60|
|27|高德地图|优享型|旗妙出行|61|
|28|高德地图|优享型|飞嘀打车|61|
|29|高德地图|优享型|环旅出行|61|
|30|高德地图|优享型|全民GO|61|
|31|高德地图|优享型|妥妥E行|63|
|32|高德地图|优享型|AA出行|63|
|33|高德地图|优享型|享道出行|63|
|34|高德地图|优享型|斑马快跑|63|
|35|高德地图|优享型|中交出行|63|
|36|高德地图|优享型|T3出行|64|
|37|高德地图|优享型|阳光出行|64|
|38|高德地图|轻享专车|undefined|66|
|39|高德地图|品质专车|undefined|74|
|40|高德地图|六座商务|undefined|84|
|41|高德地图|豪华型|undefined|110-111|","24,40",优享型|腾飞出行，六座商务|undefined,"[{""app"": ""无"", ""category"": ""六座商务车"", ""mode"": ""腾飞出行"", ""price"": True, ""price_min"": 0, ""price_max"": 98, ""fast"": False}]",无,,六座商务车,六座商务,腾飞出行,,True,,0,,98,,1.171948433,answer下的车型必须存在于“车辆候选列表”,,王笑,"[{'优享型': '享道出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'经济型': '享道出行'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'优享型': '阳光出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}]"
Qwen2.5-32B-Instruct,"

叫个特惠快车去玄武湖，价格不超过30元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.99|
|1|滴滴|推荐|特惠快车|29.19|
|2|滴滴|推荐|滴滴快车|30.59|
|3|滴滴|推荐|特快出租车|32.31|
|4|滴滴|拼车|特价拼车|22.01-23.09|
|5|滴滴|拼车|极速拼车|23.20-24.65|
|6|滴滴|特价|花小猪外接版|34.56|
|7|滴滴|特价|惊喜特价|35.09|
|8|滴滴|特价|特惠快车|36.00|
|9|滴滴|快速|曹操出行|45.85|
|10|滴滴|快速|出租车|47.03|
|11|滴滴|快速|滴滴轻享|48.27|
|12|滴滴|快速|滴滴特快|51.40|
|13|滴滴|舒适|滴滴专车|77.25|
|14|滴滴|六座|六座专车|116.61|
|15|滴滴|六座|六座豪华车|119.40|","1,8",推荐|特惠快车，特价|特惠快车,"[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 10, ""fast"": False}]",无,,特惠快车,无,无,特惠快车,True,,0,,10,30.0,1.135304928,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'拼车': '极速拼车'}, {'六座': '六座豪华车'}, {'快速': '曹操出行'}, {'舒适': '滴滴专车'}, {'特价': '特惠快车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'快速': '滴滴特快'}, {'六座': '六座专车'}, {'推荐': '特快出租车'}, {'特价': '花小猪外接版'}, {'推荐': '花小猪正价版'}, {'快速': '出租车'}]"
Qwen2.5-32B-Instruct,"

打快车到龙岗大道，控制在30-40元内。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|18-19|
|1|高德地图|     |特惠快车|22-22|
|2|高德地图|经济型|腾飞出行|23|
|3|高德地图|经济型|如祺出行|23|
|4|高德地图|经济型|神州专车|23|
|5|高德地图|经济型|东潮出行|24|
|6|高德地图|经济型|飞嘀打车|24|
|7|高德地图|经济型|北京新出租|25|
|8|高德地图|经济型|5U出行|25|
|9|高德地图|经济型|全民GO|25|
|10|高德地图|经济型|妥妥E行|25|
|11|高德地图|经济型|曹操出行|27|
|12|高德地图|经济型|有序出行|27|
|13|高德地图|经济型|聚的新出租|27|
|14|高德地图|经济型|T3出行|27|
|15|高德地图|特快车|undefined|25|
|16|高德地图|出租车|undefined|30|
|17|高德地图|优享型|腾飞出行|31|
|18|高德地图|优享型|AA出行|31|
|19|高德地图|优享型|享道出行|32|
|20|高德地图|优享型|斑马快跑|32|
|21|高德地图|优享型|及时用车|33|
|22|高德地图|优享型|飞嘀打车|33|
|23|高德地图|优享型|火箭出行|34|
|24|高德地图|轻享专车|undefined|35|
|25|高德地图|品质专车|undefined|39|
|26|高德地图|六座商务|undefined|45|
|27|高德地图|豪华型|undefined|68-69|","0,1,15,20",    |极速拼车，    |特惠快车，特快车|undefined，优享型|斑马快跑,"[{""app"": ""无"", ""category"": ""经济型快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 35, ""price_max"": 40, ""fast"": False}]",无,,经济型快车,特快车,无,极速拼车，特惠快车，斑马快跑,True,,35,30.0,40,,1.143462896,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑,"[{'优享型': '享道出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '妥妥E行'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'': '特惠快车'}, {'经济型': '5U出行'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}, {'经济型': '全民GO'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

叫叮叮出行去深圳大学，价格不超过43元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|24-27|
|1|高德地图|     |特惠快车|24-27|
|2|高德地图|经济型|星徽出行|27|
|3|高德地图|经济型|365约车|27|
|4|高德地图|经济型|如祺出行|28|
|5|高德地图|经济型|东潮出行|28|
|6|高德地图|经济型|旗妙出行|28|
|7|高德地图|经济型|首汽约车|29|
|8|高德地图|经济型|妥妥E行|29|
|9|高德地图|经济型|AA出行|29|
|10|高德地图|经济型|曹操出行|29|
|11|高德地图|经济型|聚的新出租|30|
|12|高德地图|经济型|斑马快跑|30|
|13|高德地图|经济型|有序出行|30|
|14|高德地图|经济型|中交出行|30|
|15|高德地图|经济型|深圳出租|31|
|16|高德地图|经济型|T3出行|31|
|17|高德地图|经济型|阳光出行|31|
|18|高德地图|特快车|undefined|33|
|19|高德地图|出租车|undefined|35|
|20|高德地图|优享型|腾飞出行|36|
|21|高德地图|优享型|旗妙出行|36|
|22|高德地图|优享型|全民GO|36|
|23|高德地图|优享型|妥妥E行|36|
|24|高德地图|优享型|AA出行|36|
|25|高德地图|优享型|曹操出行|38|
|26|高德地图|优享型|享道出行|39|
|27|高德地图|优享型|斑马快跑|39|
|28|高德地图|优享型|风韵出行|39|
|29|高德地图|优享型|中交出行|39|
|30|高德地图|优享型|及时用车|40|
|31|高德地图|轻享专车|undefined|43|
|32|高德地图|品质专车|undefined|47|
|33|高德地图|六座商务|undefined|50|
|34|高德地图|豪华型|undefined|74-79|",无,无|无,"[{""app"": ""叮叮出行"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 43, ""fast"": False}]",叮叮出行,无,无,,无,,True,,0,,43,,1.093431234,answer下的车型必须存在于“车辆候选列表”,,王笑,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'经济型': '妥妥E行'}, {'经济型': '深圳出租'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '曹操出行'}, {'经济型': 'T3出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '365约车'}, {'经济型': '如祺出行'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'': '特惠快车'}, {'优享型': '全民GO'}, {'经济型': '聚的新出租'}, {'经济型': '曹操出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '东潮出行'}]"
Qwen2.5-32B-Instruct,"

叫个腾飞出行或六座商务去梅村，费用不低于30元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|44-46|
|1|高德地图|     |特惠快车|49-49|
|2|高德地图|经济型|腾飞出行|52|
|3|高德地图|经济型|星徽出行|52|
|4|高德地图|经济型|如祺出行|52|
|5|高德地图|经济型|神州专车|52|
|6|高德地图|经济型|365约车|53|
|7|高德地图|经济型|旗妙出行|54|
|8|高德地图|经济型|5U出行|54|
|9|高德地图|经济型|曹操出行|54|
|10|高德地图|经济型|深圳出租|54|
|11|高德地图|经济型|有序出行|55|
|12|高德地图|经济型|中交出行|55|
|13|高德地图|经济型|首汽约车|55|
|14|高德地图|经济型|阳光出行|56|
|15|高德地图|特快车|undefined|61|
|16|高德地图|出租车|undefined|65|
|17|高德地图|优享型|神州专车|70|
|18|高德地图|优享型|妥妥E行|71|
|19|高德地图|优享型|曹操出行|72|
|20|高德地图|优享型|享道出行|72|
|21|高德地图|优享型|环旅出行|72|
|22|高德地图|优享型|中交出行|72|
|23|高德地图|优享型|飞嘀打车|73|
|24|高德地图|优享型|火箭出行|74|
|25|高德地图|优享型|阳光出行|74|
|26|高德地图|轻享专车|undefined|77|
|27|高德地图|品质专车|undefined|86|
|28|高德地图|六座商务|undefined|98|
|29|高德地图|豪华型|undefined|122-124|","2,28",经济型|腾飞出行，六座商务|undefined,"[{""app"": ""无"", ""category"": ""六座商务"", ""mode"": ""腾飞出行"", ""price"": True, ""price_min"": 30, ""price_max"": 100000, ""fast"": False}]",无,,六座商务,,腾飞出行,,True,,30,,100000,,1.214100599,,,王笑,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '如祺出行'}, {'经济型': '365约车'}, {'优享型': '环旅出行'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '中交出行'}, {'': '特惠快车'}, {'经济型': '5U出行'}, {'经济型': '曹操出行'}, {'优享型': '阳光出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'经济型': '神州专车'}, {'优享型': '飞嘀打车'}]"
Qwen2.5-32B-Instruct,"

叫个六座商务或者腾飞出行去白石龙，车费超过40元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|44-44|
|1|高德地图|     |特惠快车|47-48|
|2|高德地图|经济型|腾飞出行|52|
|3|高德地图|经济型|星徽出行|52|
|4|高德地图|经济型|如祺出行|52|
|5|高德地图|经济型|神州专车|52|
|6|高德地图|经济型|365约车|53|
|7|高德地图|经济型|旗妙出行|53|
|8|高德地图|经济型|北京的士|53|
|9|高德地图|经济型|北京新出租|54|
|10|高德地图|经济型|AA出行|54|
|11|高德地图|经济型|深圳出租|54|
|12|高德地图|经济型|享道出行|55|
|13|高德地图|经济型|斑马快跑|55|
|14|高德地图|经济型|900出行|56|
|15|高德地图|经济型|中交出行|56|
|16|高德地图|经济型|及时用车|56|
|17|高德地图|经济型|首汽约车|56|
|18|高德地图|经济型|飞嘀打车|56|
|19|高德地图|经济型|阳光出行|56|
|20|高德地图|特快车|undefined|62|
|21|高德地图|出租车|undefined|64|
|22|高德地图|优享型|腾飞出行|70|
|23|高德地图|优享型|神州专车|70|
|24|高德地图|优享型|旗妙出行|70|
|25|高德地图|优享型|斑马快跑|70|
|26|高德地图|优享型|AA出行|70|
|27|高德地图|优享型|曹操出行|70|
|28|高德地图|优享型|享道出行|70|
|29|高德地图|优享型|环旅出行|72|
|30|高德地图|优享型|中交出行|72|
|31|高德地图|优享型|及时用车|72|
|32|高德地图|优享型|火箭出行|73|
|33|高德地图|轻享专车|undefined|77|
|34|高德地图|品质专车|undefined|86|
|35|高德地图|六座商务|undefined|97|
|36|高德地图|豪华型|undefined|123-125|","2,22,35",经济型|腾飞出行，优享型|腾飞出行，六座商务|undefined,"[{""app"": ""无"", ""category"": ""六座商务"", ""mode"": ""腾飞出行"", ""price"": True, ""price_min"": 40, ""price_max"": 100000, ""fast"": False}]",无,,六座商务,,腾飞出行,,True,,40,,100000,,1.203003168,,,王笑,"[{'优享型': '享道出行'}, {'经济型': '星徽出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'经济型': '首汽约车'}, {'经济型': '阳光出行'}, {'特快车': 'undefined'}, {'经济型': '深圳出租'}, {'品质专车': 'undefined'}, {'优享型': '火箭出行'}, {'优享型': '曹操出行'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'经济型': '腾飞出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'经济型': '365约车'}, {'优享型': '环旅出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'经济型': '中交出行'}, {'经济型': '900出行'}, {'': '特惠快车'}, {'优享型': '神州专车'}, {'经济型': '享道出行'}, {'经济型': '及时用车'}, {'经济型': '北京的士'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'经济型': '斑马快跑'}, {'六座商务': 'undefined'}, {'经济型': '旗妙出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}, {'经济型': '神州专车'}]"
Qwen2.5-32B-Instruct,"

在滴滴叫辆出租车去民乐，费用不高于56元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.16|
|1|滴滴|推荐|特惠快车|28.45|
|2|滴滴|推荐|滴滴快车|28.76|
|3|滴滴|推荐|特快出租车|29.28|
|4|滴滴|拼车|特价拼车|22.21-23.24|
|5|滴滴|拼车|极速拼车|23.58-24.74|
|6|滴滴|特价|花小猪外接版|31.24|
|7|滴滴|特价|惊喜特价|31.99|
|8|滴滴|快速|曹操出行|43.07|
|9|滴滴|快速|出租车|43.41|
|10|滴滴|快速|滴滴轻享|44.60|
|11|滴滴|快速|滴滴特快|45.10|
|12|滴滴|舒适|滴滴专车|56.73|
|13|滴滴|舒适|滴滴豪华车|56.96|
|14|滴滴|六座|六座专车|81.51|
|15|滴滴|六座|六座豪华车|82.89|","3,9",推荐|特快出租车，快速|出租车,"[{""app"": ""滴滴"", ""category"": ""优享型"", ""mode"": ""T3出行"", ""price"": True, ""price_min"": 56, ""price_max"": 100000, ""fast"": False}]",滴滴,,优享型,无,T3出行,特快出租车，出租车,True,,56,0.0,100000,56.0,1.258655548,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,王笑,"[{'拼车': '极速拼车'}, {'六座': '六座豪华车'}, {'快速': '曹操出行'}, {'舒适': '滴滴专车'}, {'推荐': '滴滴快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}, {'特价': '惊喜特价'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'快速': '滴滴特快'}, {'六座': '六座专车'}, {'推荐': '特快出租车'}, {'特价': '花小猪外接版'}, {'推荐': '花小猪正价版'}, {'快速': '出租车'}]"
Qwen2.5-32B-Instruct,"

预约腾飞出行或六座商务去国贸大厦，费用不低于22元。","|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|13-13|
|1|高德地图|     |特惠快车|14-14|
|2|高德地图|经济型|中军出行|16|
|3|高德地图|经济型|星徽出行|16|
|4|高德地图|经济型|如祺出行|16|
|5|高德地图|经济型|旗妙出行|17|
|6|高德地图|经济型|北京新出租|17|
|7|高德地图|经济型|AA出行|18|
|8|高德地图|经济型|有序出行|18|
|9|高德地图|经济型|中交出行|18|
|10|高德地图|经济型|聚的新出租|19|
|11|高德地图|经济型|飞嘀打车|19|
|12|高德地图|特快车|undefined|18|
|13|高德地图|出租车|undefined|24|
|14|高德地图|优享型|腾飞出行|22|
|15|高德地图|优享型|星徽出行|22|
|16|高德地图|优享型|神州专车|23|
|17|高德地图|优享型|东潮出行|23|
|18|高德地图|优享型|旗妙出行|24|
|19|高德地图|优享型|全民GO|25|
|20|高德地图|优享型|妥妥E行|25|
|21|高德地图|优享型|曹操出行|25|
|22|高德地图|优享型|风韵出行|26|
|23|高德地图|优享型|及时用车|26|
|24|高德地图|优享型|T3出行|26|
|25|高德地图|轻享专车|undefined|26|
|26|高德地图|品质专车|undefined|28|
|27|高德地图|六座商务|undefined|32|
|28|高德地图|豪华型|undefined|56-61|","14,27",优享型|腾飞出行，六座商务|undefined,"[{""app"": ""无"", ""category"": ""六座商务"", ""mode"": ""腾飞出行"", ""price"": True, ""price_min"": 82, ""price_max"": 100000, ""fast"": False}]",无,,六座商务,,腾飞出行,,True,,82,22.0,100000,,1.200563192,,,王笑,"[{'经济型': '星徽出行'}, {'优享型': '风韵出行'}, {'优享型': '及时用车'}, {'': '极速拼车'}, {'特快车': 'undefined'}, {'品质专车': 'undefined'}, {'优享型': '曹操出行'}, {'豪华型': 'undefined'}, {'优享型': '旗妙出行'}, {'经济型': '如祺出行'}, {'经济型': '飞嘀打车'}, {'轻享专车': 'undefined'}, {'优享型': '神州专车'}, {'经济型': '中交出行'}, {'': '特惠快车'}, {'经济型': '中军出行'}, {'优享型': '全民GO'}, {'优享型': '东潮出行'}, {'经济型': '聚的新出租'}, {'优享型': '星徽出行'}, {'经济型': 'AA出行'}, {'出租车': 'undefined'}, {'六座商务': 'undefined'}, {'优享型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'优享型': 'T3出行'}, {'经济型': '有序出行'}, {'优享型': '腾飞出行'}, {'经济型': '北京新出租'}]"
