category,app_name,instruction_template,final_query,is_train,available_tools
搜索,阿里巴巴,在阿里巴巴中使用拍照功能,YoYo，阿里巴巴1688里怎么通过照片找产品？,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>,帮我查一下唯品会里有没有ins风小众耳环。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>,唯品会上有卖小米手环吗？YoYo你帮我找找看呗。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>,我想在唯品会买件条纹衬衫，快帮我搜一下。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>,YoYo，在唯品会里面找一下“夏季透气运动鞋”这个关键词行不行？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>,唯品会有没有那种适合学生党的便携式台灯啊？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按综合排序,在唯品会里帮我找一下夏季连衣裙，按综合排序显示。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按综合排序,YoYo，快去唯品会搜“儿童凉鞋”，然后按综合排序给我看看！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按综合排序,唯品会上有没有运动鞋？帮我查一下综合排序最高的。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按综合排序,我想在唯品会买个双肩包，你帮我找找看综合排序前几的有没有合适的。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按综合排序,嘿 YoYo，在唯品会搜索“空调被”，然后按综合排序列出来给我看看。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按销量排序,YoYo，快帮我查查唯品会上有没有卖星空投影灯，要销量高的。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按销量排序,我想在唯品会里找找看有没有好看的保温杯，按销量排一下。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按销量排序,唯品会里面能不能搜到运动蓝牙耳机？麻烦按销量排序哈。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按销量排序,YoYo，帮我搜下唯品会，最近有没有什么热销的护眼台灯？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按销量排序,唯品会能搜儿童绘本吗，最好销量高的。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从低到高排序,唯品会里能帮我搜一下运动鞋然后按价格从低到高排吗？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从低到高排序,YoYo，在唯品会上搜索“连衣裙”，并按价格升序排列。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从低到高排序,我想在唯品会买个双肩包，你帮我找下最便宜的选项吧。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从低到高排序,嘿 YoYo，快帮我查查唯品会有没有便宜的保温杯！,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从低到高排序,唯品会有没有打折的毛衣？给我搜一下并且按价格排序。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从高 到低排序,在唯品会里帮我找一下运动鞋，按价格从高到低排序。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从高 到低排序,YOYO，快帮我搜一下唯品会上的羽绒服，要最贵的排前面！,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从高 到低排序,唯品会有没有高端手表啊，搜的时候按价格从高往低排。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从高 到低排序,我想在唯品会查几款包包，你帮我按照价格从高到低排列一下吧～,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中搜索<搜索内容>按价格从高 到低排序,YOYO，我最近想买点贵一点的护肤品，在唯品会上能搜一下然后按价格排序吗？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,唯品会,在唯品会中查看搜索历史,YoYo，快帮我查一下我在唯品会上的搜索记录！,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,唯品会,在唯品会中查看搜索历史,我想看看在唯品会里之前都搜过啥，能帮我吗？,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,唯品会,在唯品会中查看搜索历史,唯品会的搜索历史在哪查看啊？,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,唯品会,在唯品会中查看搜索历史,请帮我在唯品会中查看我最近的搜索记录。,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,唯品会,在唯品会中查看搜索历史,我想回顾一下我在唯品会的历史搜索内容，你能帮我找到吗？,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,唯品会,在唯品会中清除搜索历史,YoYo，帮我清除唯品会上的搜索历史记录。,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,唯品会,在唯品会中清除搜索历史,我在唯品会的搜索记录怎么删啊？,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,唯品会,在唯品会中清除搜索历史,唯品会app里怎么清除我的搜索历史？,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,唯品会,在唯品会中清除搜索历史,YoYo，我想在唯品会清除以前的搜索记录，你能教我怎么做吗？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,唯品会,在唯品会中清除搜索历史,能不能帮我把唯品会里的搜索记录清空一下？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,唯品会,在唯品会中打开相机功能,唯品会里面怎么打开相机功能啊？,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,唯品会,在唯品会中打开相机功能,YOYO，帮我打开唯品会里的相机。,1,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,唯品会,在唯品会中打开相机功能,在唯品会上拍照的功能在哪？教教我～,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,唯品会,在唯品会中打开相机功能,唯品会有内置的相机功能吗？可以用来拍商品吗？,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,唯品会,在唯品会中打开相机功能,YOYO，我想在唯品会用相机上传图片，怎么操作？,1,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,得物,在得物中搜索<搜索内容>,在得物潮流里帮我找一下运动鞋。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索<搜索内容>,毒app上有没有卖潮流帽子的？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索<搜索内容>,我想在得物上看下有没有老爹鞋，你能帮我查一下吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索<搜索内容>,哎呀，在dw上怎么搜登山背包呢？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索<搜索内容>,YoYo，快帮我搜索一下得物里的潮流手表！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>,在得物潮流里帮我找一双老爹鞋。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>,毒上有没有卖那种复古风的帆布包？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>,YOYO，快帮我搜索得物上的潮流滑板鞋。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>,哎呀，帮我在dw上搜一下限量球鞋,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>,去得物看看有什么防晒衣。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按综合排序,在得物潮流里帮我找一下运动鞋，按综合排序,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按综合排序,毒app上能不能搜到限量版球鞋，按综合排序,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按综合排序,我想在dw上查个耳机，按综合排序显示。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按综合排序,YoYo，在得物里面帮我搜索一下滑板配件，要综合排序显示,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按综合排序,得物平台上有没有靠谱的户外背包推荐？我想看综合排序靠前的,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按销量排序,在得物里搜一下运动鞋，然后按销量排序。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按销量排序,YoYo，帮我查查得物上有没有销量高的滑板，我想买一个。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按销量排序,毒APP上能搜到高销量的潮牌卫衣吗？帮我看看。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按销量排序,快给我找几款在dw上卖得好的耳机，按销量排的！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按销量排序,我想在得物潮流里面找一些销量好的配饰推荐，你能帮我吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从低到高排序,YoYo，在得物潮流里搜一下运动鞋，按价格从低到高排下。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从低到高排序,我想在毒上找一些潮袜，能帮我按价格从低到高排序吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从低到高排序,dw有没有便宜一点的背包推荐？按价格从低到高显示就行。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从低到高排序,快帮我查查得物上的滑板，要最便宜的先出来！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从低到高排序,在毒app里搜索篮球，然后按价格升序排列可以吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从高到低排序,在得物里搜一下 AJ1 鞋子，按价格从高到低排。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从高到低排序,YoYo，帮我查查得物上有没有很贵的Switch游戏机，看看最贵的多少钱。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从高到低排序,毒app里面能不能找到PS5？价格降序排序,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从高到低排序,快帮我看看dw上的Air Jordan球鞋，要最贵的那几款。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中搜索商品<搜索内容>按价格从高到低排序,得物潮流里面怎么搜索高价的限量手办？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,得物,在得物中查看搜索历史,YoYo，快帮我查一下我在得物上的搜索记录。,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,得物,在得物中查看搜索历史,我想在毒APP里看看之前都搜过啥。,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,得物,在得物中查看搜索历史,请帮我在得物潮流中查找我的搜索历史。,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,得物,在得物中查看搜索历史,我在dw上之前搜了什么，能帮我调出来吗？,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,得物,在得物中查看搜索历史,得物里的搜索历史在哪看啊？,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,得物,在得物中清除搜索框内容,我在毒app里怎么清除搜索框的内容啊？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,得物,在得物中清除搜索框内容,YOYO，帮我清除一下得物里面的输入框内容。,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,得物,在得物中清除搜索框内容,得物潮流的搜索框怎么清空呀，有没有办法快速操作？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,得物,在得物中清除搜索框内容,毒平台搜索栏的内容删不掉，你能教我怎么清除吗？,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,得物,在得物中清除搜索框内容,YOYO助手，我想清空我在dw上的搜索内容，该怎么做？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,得物,在得物中打开相机功能,在得物潮流里怎么打开相机功能啊？,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,得物,在得物中打开相机功能,YoYo，帮我打开毒app里的相机功能。,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,得物,在得物中打开相机功能,快点进入得物的相机界面。,0,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,得物,在得物中打开相机功能,毒里面的相机功能在哪里呀？,1,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,得物,在得物中打开相机功能,YoYo助手，教我在dw里面启动相机功能。,1,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
搜索,转转,在转转中搜索<搜索内容>,在转转市场里能帮我找一下二手蓝牙耳机吗？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>,YoYo，快帮我搜转转上的怎么瘦大腿视频！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>,有没有人在转转上卖九成新的滑板鞋啊？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>,转转二手平台上有没有人转让Switch游戏机？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>,YoYo助手，我需要在转转查找一款去黑头的面膜，有推荐的吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按综合排序,在转转市场里帮我找一双冬季加绒的女款雪地靴，按综合排序,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按综合排序,YOYO，快帮我搜索一下转转上的二手苹果14手机，综合排序。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按综合排序,我想看看转转二手上有没有好的办公椅，你帮我查一下吧，按综合排序！,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按综合排序,转转市场里面能搜到儿童积木玩具吗？按综合排序,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按综合排序,帮忙在转转里按综合排序找一下“折叠自行车”，我要买来通勤用。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按最新上架排序,在转转市场里帮我找一下无线蓝牙耳机，按最新上架排序。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按最新上架排序,YoYo，快帮我搜下转转有没有便宜的露营帐篷，要最新上架的。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按最新上架排序,转转二手上的运动鞋怎么按上架时间排序的，帮我搜一下,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按最新上架排序,怎么在转转市场里搜索最新上架的收纳箱？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按最新上架排序,YoYo助手，帮我在转转搜索最新上架的汉服裙子,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从低到高排序,在转转市场里帮我找一下蓝牙耳机，按价格从低到高排。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从低到高排序,YOYO，能不能帮我搜索转转里的收纳箱，并按价格从低到高排序？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从低到高排序,我想在转转二手买个滑板，越便宜越好，你能帮我搜索一下吗,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从低到高排序,有没有办法在转转市场里按价格从低到高搜书包啊？,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从低到高排序,YOYO，在转转中搜索登山鞋，记得按价格升序排列哦。,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从高到低排序,在转转市场里搜一下最新款的Switch游戏机，按价格从高到低排。,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从高到低排序,YOYO，帮我找找转转上的二手苹果手机，记得要按价格从高到低排序哦！,1,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从高到低排序,有没有办法在转转二手上搜索蓝牙耳机并按价格从高到低排列？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从高到低排序,快帮我查查转转里面有没有高价转让的GoPro相机，要贵的！,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中搜索<搜索内容>按价格从高到低排序,YOYO，我想看看转转市场里的二手单反相机，能按价格从高到低排序吗？,0,"[{""name"": ""search_goods(app, search_info, order_type)"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式""}]"
搜索,转转,在转转中查看搜索历史,YoYo，快帮我查一下我在转转的搜索记录。,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,转转,在转转中查看搜索历史,我想在转转二手里面查看之前的搜索历史怎么办？,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,转转,在转转中查看搜索历史,能教我在转转市场里怎么查看自己的搜索历史吗？,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,转转,在转转中查看搜索历史,转转APP里的搜索历史在哪能找到啊？,1,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,转转,在转转中查看搜索历史,YoYo，在转转里可以看搜索历史吗？,0,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
搜索,转转,在转转中清除搜索历史,YoYo，帮我清除转转里的搜索历史吧。,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,转转,在转转中清除搜索历史,我在转转二手上怎么删掉之前的搜索记录啊？,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,转转,在转转中清除搜索历史,快帮我清理一下我在转转市场的浏览记录！,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,转转,在转转中清除搜索历史,有没有办法在转转中彻底清除我的搜索历史？,0,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
搜索,转转,在转转中清除搜索历史,转转市场怎么操作才能清除我所有的搜索记录？,1,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
