query,可选车型组合,模型输出车型组合,正确车型组合,prec,rec,f1,proper
试试特价拼车或惊喜特价到黄花机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
从星海广场到周水子机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从滇池到长水机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴豪华车'}],[{'舒适': '滴滴豪华车'}],1.0,1.0,1.0,1
预约六座专车从中央大街到太平国际机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'舒适': '滴滴专车'}]",[],0.0,0.0,0.0,0
从宁波天一广场到栎社机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '花小猪正价版'}]","[{'拼车': '特价拼车'}, {'推荐': '花小猪正价版'}]",1.0,1.0,1.0,1
用特惠快车从柳巷到武宿机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'快速': '滴滴快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'推荐': '特惠快车'}],[{'推荐': '特惠快车'}],1.0,1.0,1.0,1
从呼和浩特大召寺到白塔机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
从中山路步行街到高崎机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
叫辆特快出租车到重庆路去龙嘉机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴优享'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'推荐': '特快出租车'}],[],0.0,0.0,0.0,0
叫个六座专车去中川机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从南宁青秀山到吴圩机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'拼车': '极速拼车'}]","[{'拼车': '特价拼车'}, {'拼车': '极速拼车'}]",1.0,1.0,1.0,1
叫个特快出租车去龙洞堡机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
预约六座专车从西宁中心广场到曹家堡机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从骑楼老街到美兰机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
从乌鲁木齐国际大巴扎到地窝堡机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
从福州上下杭到长乐机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'拼车': '特价拼车'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'六座': '六座专车'}, {'拼车': '特价拼车'}, {'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
在滴滴叫辆六座专车从济南泉城广场到遥墙机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
选特价车型,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",[{'特价': '惊喜特价'}],0.0,0.3333333333333333,0.0,0
从八一广场到昌北机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'拼车': '极速拼车'}]","[{'拼车': '特价拼车'}, {'拼车': '极速拼车'}]",1.0,1.0,1.0,1
试试特价拼车或惊喜特价车型到长水机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]","[{'拼车': '特价拼车'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
叫个曹操出行去武宿机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'快速': '曹操出行'}],[{'快速': '曹操出行'}],1.0,1.0,1.0,1
叫个六座专车去白塔机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从趵突泉到遥墙机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从石家庄人民广场到正定机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'特价': '花小猪外接版'}, {'特价': '惊喜特价'}]","[{'特价': '花小猪外接版'}, {'特价': '惊喜特价'}]",1.0,1.0,1.0,1
滴滴特惠快车从合肥步行街到新桥机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从胜利路步行街到昌北机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'拼车': '特价拼车'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从北京西站到首都国际机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'拼车': '特价拼车'}],[{'拼车': '特价拼车'}],1.0,1.0,1.0,1
从上海虹桥火车站到外滩,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
从广州塔到白云机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
从西湖到萧山机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
用滴滴叫辆优享车型去深圳世界之窗,"[{'快速': '曹操出行'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
用滴滴叫辆出租车和优享车型去梅村,"[{'快速': '曹操出行'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]",1.0,1.0,1.0,1
用滴滴叫辆优享车去深圳世界之窗,"[{'快速': '曹操出行'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
用滴滴叫出租车和优享车型去梅村服务区,"[{'快速': '曹操出行'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]","[{'快速': '出租车'}, {'推荐': '特快出租车'}]",1.0,1.0,1.0,1
苏州金鸡湖到拙政园,"[{'快速': '曹操出行'}, {'推荐': '滴滴特快'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'特价': '惊喜特价'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[],[],1.0,1.0,1.0,1
杭州西湖边上打车去萧山机场,"[{'经济型': '腾飞出行'}, {'优享型': '首汽约车'}, {'经济型': '如祺出行'}, {'优享型': '飞嘀打车'}, {'出租车': 'undefined'}, {'优享型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '中军出行'}, {'六座商务': 'undefined'}, {'优享型': '环旅出行'}, {'经济型': '阳光出行'}, {'优享型': '妥妥E行'}, {'经济型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': 'T3出行'}, {'经济型': '斑马快跑'}, {'品质专车': 'undefined'}, {'优享型': '腾飞出行'}, {'豪华型': 'undefined'}, {'经济型': '全民GO'}, {'经济型': '聚的新出租'}, {'优享型': '风韵出行'}, {'经济型': '365约车'}, {'特快车': 'undefined'}, {'极速拼车': ''}, {'轻享专车': 'undefined'}, {'经济型': '曹操出行'}, {'经济型': '妥妥E行'}, {'特惠快车': ''}, {'经济型': '神州专车'}, {'经济型': '有序出行'}, {'优享型': '东潮出行'}]","[{'优享型': '首汽约车'}, {'优享型': '飞嘀打车'}, {'优享型': '全民GO'}, {'优享型': '环旅出行'}, {'优享型': '妥妥E行'}, {'优享型': '中交出行'}, {'优享型': 'T3出行'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'优享型': '东潮出行'}]","[{'优享型': '首汽约车'}, {'优享型': '飞嘀打车'}, {'优享型': '全民GO'}, {'优享型': '环旅出行'}, {'优享型': '妥妥E行'}, {'优享型': '中交出行'}, {'优享型': 'T3出行'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'优享型': '东潮出行'}]",1.0,1.0,1.0,1
上海虹桥火车站打车到外滩,"[{'经济型': '腾飞出行'}, {'经济型': '如祺出行'}, {'经济型': '北京的士'}, {'出租车': 'undefined'}, {'优享型': '全民GO'}, {'经济型': '中军出行'}, {'六座商务': 'undefined'}, {'经济型': '阳光出行'}, {'优享型': '曹操出行'}, {'': '极速拼车'}, {'优享型': '妥妥E行'}, {'经济型': '东潮出行'}, {'优享型': '神州专车'}, {'优享型': 'T3出行'}, {'品质专车': 'undefined'}, {'经济型': '飞嘀打车'}, {'豪华型': 'undefined'}, {'经济型': '全民GO'}, {'': '特惠快车'}, {'经济型': '900出行'}, {'优享型': '风韵出行'}, {'经济型': '享道出行'}, {'经济型': 'AA出行'}, {'特快车': 'undefined'}, {'轻享专车': 'undefined'}, {'经济型': '曹操出行'}, {'经济型': '神州专车'}, {'优享型': '东潮出行'}, {'经济型': '深圳出租'}, {'经济型': 'T3出行'}]","[{'优享型': '全民GO'}, {'优享型': '曹操出行'}, {'优享型': '妥妥E行'}, {'优享型': '神州专车'}, {'优享型': 'T3出行'}, {'优享型': '风韵出行'}, {'优享型': '东潮出行'}]","[{'优享型': '全民GO'}, {'优享型': '曹操出行'}, {'优享型': '妥妥E行'}, {'优享型': '神州专车'}, {'优享型': 'T3出行'}, {'优享型': '风韵出行'}, {'优享型': '东潮出行'}]",1.0,1.0,1.0,1
叫个特惠快车到深圳北站,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
在夫子庙叫个特惠快车去禄口机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]","[{'特价': '特惠快车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
从春熙路到双流机场安排特价拼车或极速拼车,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
预约六座专车从钟楼到咸阳机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'六座': '六座专车'}],[{'六座': '六座专车'}],1.0,1.0,1.0,1
打个特惠快车或曹操出行去流亭机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'舒适': '滴滴专车'}, {'推荐': '花小猪正价版'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'推荐': '特惠快车'}]","[{'快速': '曹操出行'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
叫个滴滴专车从解放碑到江北机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'快速': '滴滴优享'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'六座': '六座豪华车'}, {'快速': '滴滴特快'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]",[{'舒适': '滴滴专车'}],[{'舒适': '滴滴专车'}],1.0,1.0,1.0,1
用滴滴叫特价拼车、特惠快车和滴滴专车去天河机场,"[{'快速': '曹操出行'}, {'六座': '六座专车'}, {'特价': '花小猪外接版'}, {'快速': '出租车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '花小猪正价版'}, {'舒适': '滴滴专车'}, {'拼车': '极速拼车'}, {'推荐': '特快出租车'}, {'快速': '滴滴轻享'}, {'特价': '惊喜特价'}, {'快速': '滴滴特快'}, {'六座': '六座豪华车'}, {'舒适': '滴滴豪华车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '特惠快车'}]","[{'拼车': '特价拼车'}, {'舒适': '滴滴专车'}, {'推荐': '特惠快车'}]",1.0,1.0,1.0,1
